"","ID","gene_name","rank_expr_norm","rank_pubmed_mean_norm","rank_tf_norm","rank_kinase_norm","rank_crisp_mean_norm","rank_crisp_min_norm","rank_expr_fold_change_norm","rank_is_TSG_norm","rank_GO_term_norm","rank_PPI_norm","SUM_RANK","group_num"
"5990","TCGA-AO-A0J5_17_65020156_66519810","SLC16A6",0.57,0.64,0.5,0.54,0.57,0.5,1,0.54,0.25,0.54,5.65,996
"5991","TCGA-AO-A0J5_17_65020156_66519810","WIPI1",0.86,0.79,0.5,0.54,0.14,0.07,0.71,0.54,0.79,0.54,5.48,996
"5992","TCGA-AO-A0J5_17_65020156_66519810","PRKAR1A",1,0.93,0.5,0.54,0.64,0.79,0.14,0.54,0.64,0.54,6.26,996
"5993","TCGA-AO-A0JD_11_69806270_71267543","ANO1",0.4,0.9,0.55,0.55,0.7,0.7,0.1,0.55,0.9,0.55,5.9,997
"5994","TCGA-AO-A0JD_11_69806270_71267543","FADD",0.6,1,0.55,0.55,0.9,1,0.9,0.55,0.5,0.55,7.1,997
"5995","TCGA-AO-A0JD_11_69806270_71267543","PPFIA1",0.7,0.6,0.55,0.55,0.5,0.6,0.7,0.55,0.6,0.55,5.9,997
"5996","TCGA-AO-A0JD_11_69806270_71267543","CTTN",0.9,0.8,0.55,0.55,0.8,0.8,0.4,0.55,1,0.55,6.9,997
"5997","TCGA-AO-A0JD_11_69806270_71267543","SHANK2",0.5,0.5,0.55,0.55,1,0.9,0.5,0.55,0.8,0.55,6.4,997
"5998","TCGA-AO-A0JD_11_69806270_71267543","DHCR7",1,0.7,0.55,0.55,0.6,0.5,1,0.55,0.7,0.55,6.7,997
"5999","TCGA-AO-A0JD_11_69806270_71267543","NADSYN1",0.8,0.4,0.55,0.55,0.4,0.4,0.8,0.55,0.2,0.55,5.2,997
"6000","TCGA-AO-A0JD_11_69806270_71267543","KRTAP5-7",0.25,0.3,0.55,0.55,0.1,0.1,0.6,0.55,0.2,0.55,3.75,997
"6001","TCGA-AO-A0JD_11_69806270_71267543","KRTAP5-8",0.25,0.15,0.55,0.55,0.2,0.2,0.3,0.55,0.2,0.55,3.5,997
"6002","TCGA-AO-A0JD_11_69806270_71267543","KRTAP5-9",0.1,0.15,0.55,0.55,0.3,0.3,0.2,0.55,0.4,0.55,3.65,997
"6003","TCGA-AO-A0JD_11_98973134_99329169","CNTN5",1,1,1,1,1,1,1,1,1,1,10,998
"6004","TCGA-AO-A0JI_8_38982610_39615561","ADAM32",1,0.67,0.67,0.67,0.67,0.67,1,0.67,1,0.67,7.69,999
"6005","TCGA-AO-A0JI_8_38982610_39615561","ADAM18",0.5,0.33,0.67,0.67,0.33,0.33,0.67,0.67,0.33,0.67,5.17,999
"6006","TCGA-AO-A0JI_8_38982610_39615561","ADAM2",0.5,1,0.67,0.67,1,1,0.33,0.67,0.67,0.67,7.18,999
"6007","TCGA-AO-A0JM_3_86810029_87696625","VGLL3",0.67,0.67,0.5,0.67,1,1,0.67,0.67,0.33,0.67,6.85,1003
"6008","TCGA-AO-A0JM_3_86810029_87696625","CHMP2B",1,0.33,0.5,0.67,0.67,0.33,1,0.67,1,0.67,6.84,1003
"6009","TCGA-AO-A0JM_3_86810029_87696625","POU1F1",0.33,1,1,0.67,0.33,0.67,0.33,0.67,0.67,0.67,6.34,1003
"6010","TCGA-AO-A0JM_3_174421009_175278831","NAALADL2",1,1,1,1,1,1,1,1,1,1,10,1002
"6011","TCGA-AO-A0JM_17_37037718_37362533","LASP1",0.83,1,0.58,0.58,0.17,0.33,0.83,0.58,0.67,0.58,6.15,1000
"6012","TCGA-AO-A0JM_17_37037718_37362533","FBXO47",0.17,0.33,0.58,0.58,0.67,0.67,0.17,0.58,0.17,0.58,4.5,1000
"6013","TCGA-AO-A0JM_17_37037718_37362533","PLXDC1",0.67,0.67,0.58,0.58,0.5,0.5,0.33,0.58,1,0.58,5.99,1000
"6014","TCGA-AO-A0JM_17_37037718_37362533","ARL5C",0.33,0.17,0.58,0.58,0.33,0.17,1,0.58,0.83,0.58,5.15,1000
"6015","TCGA-AO-A0JM_17_37037718_37362533","CACNB1",0.5,0.5,0.58,0.58,0.83,0.83,0.5,0.58,0.33,0.58,5.81,1000
"6016","TCGA-AO-A0JM_17_37037718_37362533","RPL19",1,0.83,0.58,0.58,1,1,0.67,0.58,0.5,0.58,7.32,1000
"6017","TCGA-AO-A0JM_17_39072234_39470340","KRT23",1,1,0.51,0.51,0.97,0.97,0.08,0.51,0.92,0.51,6.98,1001
"6018","TCGA-AO-A0JM_17_39072234_39470340","KRT39",0.46,0.85,0.51,0.51,0.94,1,0.03,0.51,0.92,0.51,6.24,1001
"6019","TCGA-AO-A0JM_17_39072234_39470340","KRT40",0.92,0.85,0.51,0.51,1,0.94,0.11,0.51,0.92,0.51,6.78,1001
"6020","TCGA-AO-A0JM_17_39072234_39470340","KRTAP3-3",0.46,0.42,0.51,0.51,0.03,0.03,0.14,0.51,0.42,0.51,3.54,1001
"6021","TCGA-AO-A0JM_17_39072234_39470340","KRTAP3-2",0.46,0.42,0.51,0.51,0.06,0.06,0.25,0.51,0.42,0.51,3.71,1001
"6022","TCGA-AO-A0JM_17_39072234_39470340","KRTAP3-1",0.46,0.42,0.51,0.51,0.08,0.08,0.21,0.51,0.42,0.51,3.71,1001
"6023","TCGA-AO-A0JM_17_39072234_39470340","KRTAP1-5",0.46,0.42,0.51,0.51,0.11,0.11,0.21,0.51,0.42,0.51,3.77,1001
"6024","TCGA-AO-A0JM_17_39072234_39470340","KRTAP1-4",0.46,0.42,0.51,0.51,0.14,0.14,0.35,0.51,0.42,0.51,3.97,1001
"6025","TCGA-AO-A0JM_17_39072234_39470340","KRTAP1-3",0.46,0.42,0.51,0.51,0.17,0.17,0.35,0.51,0.42,0.51,4.03,1001
"6026","TCGA-AO-A0JM_17_39072234_39470340","KRTAP1-1",0.46,0.42,0.51,0.51,0.19,0.19,0.06,0.51,0.42,0.51,3.78,1001
"6027","TCGA-AO-A0JM_17_39072234_39470340","KRTAP2-1",0.46,0.9,0.51,0.51,0.22,0.22,0.64,0.51,0.42,0.51,4.9,1001
"6028","TCGA-AO-A0JM_17_39072234_39470340","KRTAP2-2",0.46,0.42,0.51,0.51,0.25,0.25,0.39,0.51,0.42,0.51,4.23,1001
"6029","TCGA-AO-A0JM_17_39072234_39470340","KRTAP2-3",0.94,0.96,0.51,0.51,0.28,0.28,0.97,0.51,0.42,0.51,5.89,1001
"6030","TCGA-AO-A0JM_17_39072234_39470340","KRTAP2-4",0.46,0.9,0.51,0.51,0.31,0.31,0.42,0.51,0.42,0.51,4.86,1001
"6031","TCGA-AO-A0JM_17_39072234_39470340","KRTAP4-7",0.46,0.42,0.51,0.51,0.33,0.33,0.64,0.51,0.42,0.51,4.64,1001
"6032","TCGA-AO-A0JM_17_39072234_39470340","KRTAP4-8",0.46,0.42,0.51,0.51,0.36,0.36,0.64,0.51,0.92,0.51,5.2,1001
"6033","TCGA-AO-A0JM_17_39072234_39470340","KRTAP4-16P",0.46,0.42,0.51,0.51,0.39,0.39,0.88,0.51,0.42,0.51,5,1001
"6034","TCGA-AO-A0JM_17_39072234_39470340","KRTAP4-9",0.46,0.42,0.51,0.51,0.42,0.42,0.64,0.51,0.92,0.51,5.32,1001
"6035","TCGA-AO-A0JM_17_39072234_39470340","KRTAP4-11",0.46,0.42,0.51,0.51,0.44,0.44,0.31,0.51,0.42,0.51,4.53,1001
"6036","TCGA-AO-A0JM_17_39072234_39470340","KRTAP4-12",0.46,0.42,0.51,0.51,0.47,0.47,0.47,0.51,0.42,0.51,4.75,1001
"6037","TCGA-AO-A0JM_17_39072234_39470340","KRTAP4-6",0.46,0.42,0.51,0.51,0.5,0.5,0.88,0.51,0.42,0.51,5.22,1001
"6038","TCGA-AO-A0JM_17_39072234_39470340","KRTAP4-5",0.46,0.96,0.51,0.51,0.53,0.53,0.64,0.51,0.92,0.51,6.08,1001
"6039","TCGA-AO-A0JM_17_39072234_39470340","KRTAP4-4",0.46,0.42,0.51,0.51,0.56,0.56,0.44,0.51,0.42,0.51,4.9,1001
"6040","TCGA-AO-A0JM_17_39072234_39470340","KRTAP4-3",0.46,0.42,0.51,0.51,0.58,0.58,0.88,0.51,0.92,0.51,5.88,1001
"6041","TCGA-AO-A0JM_17_39072234_39470340","KRTAP4-2",0.46,0.42,0.51,0.51,0.61,0.61,0.64,0.51,0.42,0.51,5.2,1001
"6042","TCGA-AO-A0JM_17_39072234_39470340","KRTAP4-1",0.46,0.42,0.51,0.51,0.64,0.64,0.28,0.51,0.42,0.51,4.9,1001
"6043","TCGA-AO-A0JM_17_39072234_39470340","KRTAP9-1",0.46,0.42,0.51,0.51,0.67,0.67,0.88,0.51,0.42,0.51,5.56,1001
"6044","TCGA-AO-A0JM_17_39072234_39470340","KRTAP9-2",0.46,0.42,0.51,0.51,0.69,0.69,0.88,0.51,0.42,0.51,5.6,1001
"6045","TCGA-AO-A0JM_17_39072234_39470340","KRTAP9-3",0.46,0.42,0.51,0.51,0.72,0.72,0.64,0.51,0.42,0.51,5.42,1001
"6046","TCGA-AO-A0JM_17_39072234_39470340","KRTAP9-8",0.46,0.42,0.51,0.51,0.75,0.75,0.64,0.51,0.42,0.51,5.48,1001
"6047","TCGA-AO-A0JM_17_39072234_39470340","KRTAP9-4",0.46,0.42,0.51,0.51,0.78,0.78,0.64,0.51,0.42,0.51,5.54,1001
"6048","TCGA-AO-A0JM_17_39072234_39470340","KRTAP9-9",0.46,0.42,0.51,0.51,0.81,0.81,0.64,0.51,0.42,0.51,5.6,1001
"6049","TCGA-AO-A0JM_17_39072234_39470340","KRTAP9-6",0.46,0.42,0.51,0.51,0.83,0.83,0.88,0.51,0.42,0.51,5.88,1001
"6050","TCGA-AO-A0JM_17_39072234_39470340","KRTAP9-7",0.46,0.42,0.51,0.51,0.86,0.86,0.64,0.51,0.42,0.51,5.7,1001
"6051","TCGA-AO-A0JM_17_39072234_39470340","KRTAP29-1",0.46,0.42,0.51,0.51,0.89,0.89,0.17,0.51,0.42,0.51,5.29,1001
"6052","TCGA-AO-A0JM_17_39072234_39470340","KRTAP16-1",0.97,0.42,0.51,0.51,0.92,0.92,1,0.51,0.42,0.51,6.69,1001
"6053","TCGA-AO-A129_10_11814446_12179663","PROSER2",0.5,0.5,0.62,0.62,0.25,0.25,0.75,0.62,0.25,0.62,4.98,1004
"6054","TCGA-AO-A129_10_11814446_12179663","UPF2",0.75,1,0.62,0.62,1,1,0.25,0.62,1,0.62,7.48,1004
"6055","TCGA-AO-A129_10_11814446_12179663","DHTKD1",1,0.75,0.62,0.62,0.75,0.5,1,0.62,0.75,0.62,7.23,1004
"6056","TCGA-AO-A129_10_11814446_12179663","SEC61A2",0.25,0.25,0.62,0.62,0.5,0.75,0.5,0.62,0.5,0.62,5.23,1004
"6057","TCGA-AO-A12D_1_216327410_217304525","USH2A",0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.75,5.75,1005
"6058","TCGA-AO-A12D_1_216327410_217304525","ESRRG",1,1,1,0.75,1,1,1,0.75,1,0.75,9.25,1005
"6059","TCGA-AO-A12D_1_222971032_224441695","DISP1",0.11,0.11,0.56,0.56,0.33,0.11,0.11,0.56,0.44,0.56,3.45,1006
"6060","TCGA-AO-A12D_1_222971032_224441695","TLR5",0.22,1,0.56,0.56,0.44,0.22,0.33,0.56,0.78,0.56,5.23,1006
"6061","TCGA-AO-A12D_1_222971032_224441695","SUSD4",0.44,0.22,0.56,0.56,0.56,0.67,0.78,0.56,0.61,0.56,5.52,1006
"6062","TCGA-AO-A12D_1_222971032_224441695","CAPN8",0.89,0.39,0.56,0.56,0.89,0.56,1,0.56,0.17,0.56,6.14,1006
"6063","TCGA-AO-A12D_1_222971032_224441695","CAPN2",1,0.89,0.56,0.56,0.11,0.44,0.89,0.56,1,0.56,6.57,1006
"6064","TCGA-AO-A12D_1_222971032_224441695","TP53BP2",0.67,0.72,0.56,0.56,0.78,0.89,0.67,0.56,0.33,0.56,6.3,1006
"6065","TCGA-AO-A12D_1_222971032_224441695","FBXO28",0.56,0.39,0.56,0.56,0.67,0.78,0.56,0.56,0.17,0.56,5.37,1006
"6066","TCGA-AO-A12D_1_222971032_224441695","DEGS1",0.78,0.72,0.56,0.56,0.22,0.33,0.44,0.56,0.89,0.56,5.62,1006
"6067","TCGA-AO-A12D_1_222971032_224441695","NVL",0.33,0.56,0.56,0.56,1,1,0.22,0.56,0.61,0.56,5.96,1006
"6068","TCGA-AO-A12D_1_229273375_229612131","TMEM78",0.33,0.33,0.58,0.58,0.17,0.17,0.83,0.58,0.25,0.58,4.4,1007
"6069","TCGA-AO-A12D_1_229273375_229612131","RAB4A",1,0.83,0.58,0.58,0.83,0.67,0.67,0.58,0.5,0.58,6.82,1007
"6070","TCGA-AO-A12D_1_229273375_229612131","SPHAR",0.17,0.17,0.58,0.58,0.33,0.33,0.17,0.58,0.25,0.58,3.74,1007
"6071","TCGA-AO-A12D_1_229273375_229612131","CCSAP",0.67,0.5,0.58,0.58,0.5,0.83,0.5,0.58,1,0.58,6.32,1007
"6072","TCGA-AO-A12D_1_229273375_229612131","ACTA1",0.5,1,0.58,0.58,0.67,0.5,1,0.58,0.83,0.58,6.82,1007
"6073","TCGA-AO-A12D_1_229273375_229612131","NUP133",0.83,0.67,0.58,0.58,1,1,0.33,0.58,0.67,0.58,6.82,1007
"6074","TCGA-AO-A12D_7_71201212_72425556","CALN1",0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.75,6,1008
"6075","TCGA-AO-A12D_7_71201212_72425556","POM121",1,1,0.75,0.75,1,1,1,0.75,1,0.75,9,1008
"6076","TCGA-AO-A12G_6_107202194_107857388","C6orf203",1,0.25,0.62,0.62,0.25,0.25,0.75,0.62,0.25,0.62,5.23,1009
"6077","TCGA-AO-A12G_6_107202194_107857388","BEND3",0.5,0.62,0.62,0.62,0.75,0.75,0.5,0.62,0.75,0.62,6.35,1009
"6078","TCGA-AO-A12G_6_107202194_107857388","PDSS2",0.75,0.62,0.62,0.62,1,1,1,0.62,1,0.62,7.85,1009
"6079","TCGA-AO-A12G_6_107202194_107857388","SOBP",0.25,1,0.62,0.62,0.5,0.5,0.25,0.62,0.5,0.62,5.48,1009
"6080","TCGA-AO-A12G_9_129822520_130589853","RALGPS1",0.24,0.44,0.5,0.5,0.47,0.76,0.35,0.53,0.91,0.53,5.23,1010
"6081","TCGA-AO-A12G_9_129822520_130589853","ANGPTL2",0.35,0.82,0.5,0.5,0.24,0.18,0.06,0.53,0.18,0.53,3.89,1010
"6082","TCGA-AO-A12G_9_129822520_130589853","GARNL3",0.41,0.24,0.5,0.5,0.53,0.41,0.29,0.53,0.82,0.53,4.76,1010
"6083","TCGA-AO-A12G_9_129822520_130589853","SLC2A8",0.59,0.24,0.5,0.5,0.18,0.29,0.53,0.53,0.65,0.53,4.54,1010
"6084","TCGA-AO-A12G_9_129822520_130589853","ZNF79",0.47,0.24,1,0.5,0.65,0.53,0.59,0.53,0.59,0.53,5.63,1010
"6085","TCGA-AO-A12G_9_129822520_130589853","RPL12",1,0.65,0.5,0.5,1,1,0.41,0.53,0.91,0.53,7.03,1010
"6086","TCGA-AO-A12G_9_129822520_130589853","LRSAM1",0.71,0.76,0.5,0.5,0.59,0.24,0.76,0.53,0.47,0.53,5.59,1010
"6087","TCGA-AO-A12G_9_129822520_130589853","FAM129B",0.94,0.71,0.5,0.5,0.06,0.06,0.71,0.53,0.18,0.53,4.72,1010
"6088","TCGA-AO-A12G_9_129822520_130589853","STXBP1",0.29,0.56,0.5,0.5,0.76,0.65,0.24,0.53,1,0.53,5.56,1010
"6089","TCGA-AO-A12G_9_129822520_130589853","PTRH1",0.82,0.35,0.5,0.5,0.71,0.59,0.94,0.53,0.18,0.53,5.65,1010
"6090","TCGA-AO-A12G_9_129822520_130589853","C9orf117",0.18,0.09,0.5,0.5,0.12,0.12,0.88,0.53,0.18,0.53,3.63,1010
"6091","TCGA-AO-A12G_9_129822520_130589853","TTC16",0.06,0.09,0.5,0.5,0.41,0.35,1,0.53,0.18,0.53,4.15,1010
"6092","TCGA-AO-A12G_9_129822520_130589853","TOR2A",0.65,0.44,0.5,0.5,0.82,0.82,0.82,0.53,0.35,0.53,5.96,1010
"6093","TCGA-AO-A12G_9_129822520_130589853","SH2D3C",0.12,0.56,0.5,0.5,0.35,0.47,0.12,0.53,0.53,0.53,4.21,1010
"6094","TCGA-AO-A12G_9_129822520_130589853","CDK9",0.88,1,0.5,1,0.94,0.94,0.65,0.53,0.71,0.53,7.68,1010
"6095","TCGA-AO-A12G_9_129822520_130589853","FPGS",0.76,0.88,0.5,0.5,0.88,0.88,0.47,0.53,0.76,0.53,6.69,1010
"6096","TCGA-AO-A12G_9_129822520_130589853","ENG",0.53,0.94,0.5,0.5,0.29,0.71,0.18,0.53,0.41,0.53,5.12,1010
"6097","TCGA-AO-A1KS_13_27698669_28360612","USP12",0.29,1,0.5,0.57,0.43,0.43,0.29,0.57,0.29,0.57,4.94,1011
"6098","TCGA-AO-A1KS_13_27698669_28360612","RPL21",1,0.57,0.5,0.57,1,1,0.43,0.57,0.29,0.57,6.5,1011
"6099","TCGA-AO-A1KS_13_27698669_28360612","RASL11A",0.14,0.86,0.5,0.57,0.29,0.14,0.14,0.57,1,0.57,4.78,1011
"6100","TCGA-AO-A1KS_13_27698669_28360612","GTF3A",0.86,0.29,1,0.57,0.86,0.86,0.71,0.57,0.79,0.57,7.08,1011
"6101","TCGA-AO-A1KS_13_27698669_28360612","MTIF3",0.57,0.14,0.5,0.57,0.57,0.57,0.57,0.57,0.29,0.57,4.92,1011
"6102","TCGA-AO-A1KS_13_27698669_28360612","LNX2",0.43,0.43,0.5,0.57,0.14,0.29,1,0.57,0.57,0.57,5.07,1011
"6103","TCGA-AO-A1KS_13_27698669_28360612","POLR1D",0.71,0.71,0.5,0.57,0.71,0.71,0.86,0.57,0.79,0.57,6.7,1011
"6104","TCGA-AO-A1KS_13_31226136_31905762","USPL1",0.8,0.4,0.6,0.6,1,1,0.8,0.6,1,0.6,7.4,1012
"6105","TCGA-AO-A1KS_13_31226136_31905762","ALOX5AP",0.6,1,0.6,0.6,0.2,0.6,0.6,0.6,0.4,0.6,5.8,1012
"6106","TCGA-AO-A1KS_13_31226136_31905762","MEDAG",0.4,0.6,0.6,0.6,0.4,0.2,0.2,0.6,0.8,0.6,5,1012
"6107","TCGA-AO-A1KS_13_31226136_31905762","TEX26",0.2,0.2,0.6,0.6,0.8,0.4,0.4,0.6,0.2,0.6,4.6,1012
"6108","TCGA-AO-A1KS_13_31226136_31905762","HSPH1",1,0.8,0.6,0.6,0.6,0.8,1,0.6,0.6,0.6,7.2,1012
"6109","TCGA-AO-A1KS_13_51126016_52410120","DLEU1",0.5,1,0.58,0.58,0.17,0.17,0.17,0.58,0.42,0.58,4.75,1013
"6110","TCGA-AO-A1KS_13_51126016_52410120","DLEU7",0.33,0.83,0.58,0.58,0.5,0.33,1,0.58,0.42,0.58,5.73,1013
"6111","TCGA-AO-A1KS_13_51126016_52410120","FAM124A",0.67,0.17,0.58,0.58,0.67,0.67,0.67,0.58,0.42,0.58,5.59,1013
"6112","TCGA-AO-A1KS_13_51126016_52410120","SERPINE3",0.17,0.33,0.58,0.58,0.33,0.5,0.83,0.58,0.92,0.58,5.4,1013
"6113","TCGA-AO-A1KS_13_51126016_52410120","WDFY2",0.83,0.67,0.58,0.58,0.83,1,0.5,0.58,0.92,0.58,7.07,1013
"6114","TCGA-AO-A1KS_13_51126016_52410120","DHRS12",1,0.5,0.58,0.58,1,0.83,0.33,0.58,0.42,0.58,6.4,1013
"6115","TCGA-AO-A1KS_20_48359896_49473294","SLC9A8",0.45,0.45,0.45,0.55,0.36,0.55,0.55,0.55,0.91,0.55,5.37,1014
"6116","TCGA-AO-A1KS_20_48359896_49473294","SPATA2",0.64,0.36,0.45,0.55,0.64,0.45,0.82,0.55,0.82,0.55,5.83,1014
"6117","TCGA-AO-A1KS_20_48359896_49473294","RNF114",0.91,0.73,0.45,0.55,0.73,0.64,0.64,0.55,0.73,0.55,6.48,1014
"6118","TCGA-AO-A1KS_20_48359896_49473294","SNAI1",0.09,1,0.95,0.55,0.45,0.73,0.09,0.55,1,0.55,5.96,1014
"6119","TCGA-AO-A1KS_20_48359896_49473294","TMEM189-UBE2V1",0.27,0.09,0.45,0.55,0.09,0.09,0.91,0.55,0.23,0.55,3.78,1014
"6120","TCGA-AO-A1KS_20_48359896_49473294","UBE2V1",1,0.64,0.45,0.55,1,0.82,0.73,0.55,0.55,0.55,6.84,1014
"6121","TCGA-AO-A1KS_20_48359896_49473294","TMEM189",0.73,0.27,0.45,0.55,0.18,0.18,0.45,0.55,0.23,0.55,4.14,1014
"6122","TCGA-AO-A1KS_20_48359896_49473294","CEBPB",0.55,0.91,0.95,0.55,0.82,0.91,0.27,0.55,0.45,0.55,6.51,1014
"6123","TCGA-AO-A1KS_20_48359896_49473294","FAM65C",0.18,0.18,0.45,0.55,0.27,0.27,0.18,0.55,0.23,0.55,3.41,1014
"6124","TCGA-AO-A1KS_20_48359896_49473294","PARD6B",0.82,0.82,0.45,0.55,0.91,1,1,0.55,0.64,0.55,7.29,1014
"6125","TCGA-AO-A1KS_20_48359896_49473294","BCAS4",0.36,0.55,0.45,0.55,0.55,0.36,0.36,0.55,0.23,0.55,4.51,1014
"6126","TCGA-AO-A1KT_8_29595128_30278255","MBOAT4",0.33,0.33,0.67,0.67,0.33,0.67,0.67,0.67,0.67,0.67,5.68,1017
"6127","TCGA-AO-A1KT_8_29595128_30278255","DCTN6",1,0.67,0.67,0.67,1,1,1,0.67,0.33,0.67,7.68,1017
"6128","TCGA-AO-A1KT_8_29595128_30278255","RBPMS",0.67,1,0.67,0.67,0.67,0.33,0.33,0.67,1,0.67,6.68,1017
"6129","TCGA-AO-A1KT_8_38826768_40123056","PLEKHA2",0.6,0.2,0.55,0.55,0.7,0.3,0.1,0.55,0.9,0.55,5,1018
"6130","TCGA-AO-A1KT_8_38826768_40123056","HTRA4",0.4,0.6,0.55,0.55,0.9,0.8,0.5,0.55,0.45,0.55,5.85,1018
"6131","TCGA-AO-A1KT_8_38826768_40123056","TM2D2",0.9,0.1,0.55,0.55,1,1,0.4,0.55,0.15,0.55,5.75,1018
"6132","TCGA-AO-A1KT_8_38826768_40123056","ADAM9",0.8,0.9,0.55,0.55,0.6,0.5,0.2,0.55,1,0.55,6.2,1018
"6133","TCGA-AO-A1KT_8_38826768_40123056","ADAM32",0.5,0.4,0.55,0.55,0.5,0.7,0.3,0.55,0.8,0.55,5.4,1018
"6134","TCGA-AO-A1KT_8_38826768_40123056","ADAM18",0.2,0.3,0.55,0.55,0.3,0.6,1,0.55,0.45,0.55,5.05,1018
"6135","TCGA-AO-A1KT_8_38826768_40123056","ADAM2",0.1,0.5,0.55,0.55,0.8,0.9,0.6,0.55,0.6,0.55,5.7,1018
"6136","TCGA-AO-A1KT_8_38826768_40123056","IDO1",0.7,1,0.55,0.55,0.4,0.4,0.7,0.55,0.7,0.55,6.1,1018
"6137","TCGA-AO-A1KT_8_38826768_40123056","IDO2",0.3,0.8,0.55,0.55,0.1,0.1,0.9,0.55,0.3,0.55,4.7,1018
"6138","TCGA-AO-A1KT_8_38826768_40123056","C8orf4",1,0.7,0.55,0.55,0.2,0.2,0.8,0.55,0.15,0.55,5.25,1018
"6139","TCGA-AO-A1KT_11_66006210_67091010","PACS1",0.5,0.39,0.49,0.5,0.61,0.5,0.21,0.51,0.89,0.51,5.11,1015
"6140","TCGA-AO-A1KT_11_66006210_67091010","KLC2",0.74,0.36,0.49,0.5,0.95,0.89,0.82,0.51,0.82,0.51,6.59,1015
"6141","TCGA-AO-A1KT_11_66006210_67091010","RAB1B",1,0.75,0.49,0.5,0.89,0.92,0.72,0.51,0.43,0.51,6.72,1015
"6142","TCGA-AO-A1KT_11_66006210_67091010","CNIH2",0.53,0.36,0.49,0.5,0.82,0.74,1,0.51,0.43,0.51,5.89,1015
"6143","TCGA-AO-A1KT_11_66006210_67091010","YIF1A",0.97,0.13,0.49,0.5,0.58,0.37,0.89,0.51,0.17,0.51,5.12,1015
"6144","TCGA-AO-A1KT_11_66006210_67091010","TMEM151A",0.13,0.13,0.49,0.5,0.45,0.61,0.84,0.51,0.37,0.51,4.54,1015
"6145","TCGA-AO-A1KT_11_66006210_67091010","CD248",0.32,0.87,0.49,0.5,0.37,0.18,0.05,0.51,0.55,0.51,4.35,1015
"6146","TCGA-AO-A1KT_11_66006210_67091010","RIN1",0.34,0.84,0.49,0.5,0.71,0.42,0.61,0.51,0.58,0.51,5.51,1015
"6147","TCGA-AO-A1KT_11_66006210_67091010","BRMS1",0.82,0.95,0.49,0.5,0.87,0.87,0.76,0.51,0.71,0.51,6.99,1015
"6148","TCGA-AO-A1KT_11_66006210_67091010","RP11-867G23.8",0.18,0.13,0.49,0.5,0.03,0.03,0.41,0.51,0.17,0.51,2.96,1015
"6149","TCGA-AO-A1KT_11_66006210_67091010","SLC29A2",0.63,0.58,0.49,0.5,0.79,0.79,0.92,0.51,0.37,0.51,6.09,1015
"6150","TCGA-AO-A1KT_11_66006210_67091010","NPAS4",0.05,0.58,0.99,0.5,0.39,0.68,0.03,0.51,0.75,0.51,4.99,1015
"6151","TCGA-AO-A1KT_11_66006210_67091010","MRPL11",0.92,0.42,0.49,0.5,0.84,0.82,0.53,0.51,0.17,0.51,5.71,1015
"6152","TCGA-AO-A1KT_11_66006210_67091010","PELI3",0.42,0.5,0.49,0.5,0.26,0.21,0.5,0.51,0.51,0.51,4.41,1015
"6153","TCGA-AO-A1KT_11_66006210_67091010","DPP3",0.76,0.68,0.49,0.5,0.47,0.32,0.79,0.51,0.17,0.51,5.2,1015
"6154","TCGA-AO-A1KT_11_66006210_67091010","CTD-3074O7.11",0.11,0.13,0.49,0.5,0.05,0.05,0.97,0.51,0.17,0.51,3.49,1015
"6155","TCGA-AO-A1KT_11_66006210_67091010","BBS1",0.66,0.66,0.49,0.5,0.3,0.34,0.45,0.51,0.66,0.51,5.08,1015
"6156","TCGA-AO-A1KT_11_66006210_67091010","ZDHHC24",0.47,0.13,0.49,0.5,0.5,0.57,0.55,0.51,0.17,0.51,4.4,1015
"6157","TCGA-AO-A1KT_11_66006210_67091010","CTSF",0.86,0.71,0.49,0.5,0.63,0.29,0.26,0.51,0.17,0.51,4.93,1015
"6158","TCGA-AO-A1KT_11_66006210_67091010","CCDC87",0.16,0.13,0.49,0.5,0.74,0.57,0.47,0.51,0.82,0.51,4.9,1015
"6159","TCGA-AO-A1KT_11_66006210_67091010","CCS",0.71,0.97,0.49,0.5,0.66,0.84,0.37,0.51,0.97,0.51,6.53,1015
"6160","TCGA-AO-A1KT_11_66006210_67091010","RBM14",0.37,0.63,0.49,0.5,1,1,0.18,0.51,0.66,0.51,5.85,1015
"6161","TCGA-AO-A1KT_11_66006210_67091010","RBM4",0.89,0.79,0.49,0.5,0.3,0.53,0.29,0.51,0.87,0.51,5.68,1015
"6162","TCGA-AO-A1KT_11_66006210_67091010","RBM14-RBM4",0.21,0.13,0.49,0.5,0.08,0.08,0.41,0.51,0.17,0.51,3.09,1015
"6163","TCGA-AO-A1KT_11_66006210_67091010","RBM4B",0.61,0.29,0.49,0.5,0.76,0.71,0.34,0.51,0.95,0.51,5.67,1015
"6164","TCGA-AO-A1KT_11_66006210_67091010","SPTBN2",0.58,0.75,0.49,0.5,0.21,0.26,0.68,0.51,0.75,0.51,5.24,1015
"6165","TCGA-AO-A1KT_11_66006210_67091010","C11orf80",0.45,0.29,0.49,0.5,0.16,0.16,0.32,0.51,0.17,0.51,3.56,1015
