"","ID","gene_name","rank_expr_norm","rank_pubmed_mean_norm","rank_tf_norm","rank_kinase_norm","rank_crisp_mean_norm","rank_crisp_min_norm","rank_expr_fold_change_norm","rank_is_TSG_norm","rank_GO_term_norm","rank_PPI_norm","SUM_RANK","group_num"
"193","TCGA-19-5960_6_106788486_107966929","PDSS2",0.71,0.64,0.57,0.57,0.71,0.71,0.71,0.57,1,0.57,6.76,39
"194","TCGA-19-5960_6_106788486_107966929","SOBP",0.14,1,0.57,0.57,0.43,0.43,0.14,0.57,0.43,0.57,4.85,39
"195","TCGA-21-1070_3_183162227_183867622","KLHL24",0.56,0.33,0.56,0.56,0.56,0.44,0.33,0.56,0.78,0.56,5.24,40
"196","TCGA-21-1070_3_183162227_183867622","YEATS2",0.67,0.67,0.56,0.56,0.89,0.89,0.67,0.56,0.11,0.56,6.14,40
"197","TCGA-21-1070_3_183162227_183867622","MAP6D1",0.44,0.22,0.56,0.56,0.67,0.67,0.89,0.56,0.78,0.56,5.91,40
"198","TCGA-21-1070_3_183162227_183867622","PARL",1,0.78,0.56,0.56,0.78,0.78,0.78,0.56,0.56,0.56,6.92,40
"199","TCGA-21-1070_3_183162227_183867622","ABCC5",0.78,1,0.56,0.56,0.11,0.11,1,0.56,0.78,0.56,6.02,40
"200","TCGA-21-1070_3_183162227_183867622","HTR3D",0.11,0.11,0.56,0.56,0.33,0.56,0.44,0.56,0.33,0.56,4.12,40
"201","TCGA-21-1070_3_183162227_183867622","HTR3C",0.33,0.56,0.56,0.56,0.22,0.33,0.11,0.56,0.33,0.56,4.12,40
"202","TCGA-21-1070_3_183162227_183867622","HTR3E",0.22,0.44,0.56,0.56,0.44,0.22,0.22,0.56,0.33,0.56,4.11,40
"203","TCGA-21-1070_3_183162227_183867622","EIF2B5",0.89,0.89,0.56,0.56,1,1,0.56,0.56,1,0.56,7.58,40
"204","TCGA-21-1071_19_38427126_39892270","SIPA1L3",0.47,0.47,0.5,0.49,0.13,0.11,0.2,0.51,0.5,0.51,3.89,41
"205","TCGA-21-1071_19_38427126_39892270","DPF1",0.27,0.33,1,0.49,0.64,0.27,0.89,0.51,0.64,0.51,5.55,41
"206","TCGA-21-1071_19_38427126_39892270","SPINT2",1,0.8,0.5,0.49,0.69,0.69,0.78,0.51,0.81,0.51,6.78,41
"207","TCGA-21-1071_19_38427126_39892270","PPP1R14A",0.31,0.74,0.5,0.49,0.29,0.18,0.02,0.51,0.19,0.51,3.74,41
"208","TCGA-21-1071_19_38427126_39892270","CTB-102L5.4",0.4,0.09,0.5,0.49,0.02,0.02,0.58,0.51,0.19,0.51,3.31,41
"209","TCGA-21-1071_19_38427126_39892270","C19orf33",0.84,0.33,0.5,0.49,0.18,0.36,0.24,0.51,0.19,0.51,4.15,41
"210","TCGA-21-1071_19_38427126_39892270","YIF1B",0.8,0.33,0.5,0.49,0.4,0.13,0.64,0.51,0.19,0.51,4.5,41
"211","TCGA-21-1071_19_38427126_39892270","KCNK6",0.33,0.47,0.5,0.49,0.11,0.16,0.16,0.51,0.86,0.51,4.1,41
"212","TCGA-21-1071_19_38427126_39892270","CATSPERG",0.36,0.09,0.5,0.49,0.24,0.33,0.22,0.51,0.69,0.51,3.94,41
"213","TCGA-21-1071_19_38427126_39892270","PSMD8",0.93,0.47,0.5,0.49,0.96,0.96,0.69,0.51,0.19,0.51,6.21,41
"214","TCGA-21-1071_19_38427126_39892270","GGN",0.13,0.96,0.5,0.49,0.58,0.64,0.54,0.51,0.92,0.51,5.78,41
"215","TCGA-21-1071_19_38427126_39892270","SPRED3",0.29,0.33,0.5,0.49,0.71,0.31,0.87,0.51,0.73,0.51,5.25,41
"216","TCGA-21-1071_19_38427126_39892270","FAM98C",0.58,0.09,0.5,0.49,0.8,0.82,0.49,0.51,0.19,0.51,4.98,41
"217","TCGA-21-1071_19_38427126_39892270","RASGRP4",0.16,0.61,0.5,0.49,0.56,0.53,0.07,0.51,0.56,0.51,4.5,41
"218","TCGA-21-1071_19_38427126_39892270","RYR1",0.6,0.87,0.5,0.49,0.78,0.62,0.84,0.51,0.78,0.51,6.5,41
"219","TCGA-21-1071_19_38427126_39892270","MAP4K1",0.49,0.84,0.5,0.99,0.2,0.42,0.27,0.51,0.58,0.51,5.31,41
"220","TCGA-21-1071_19_38427126_39892270","EIF3K",0.98,0.67,0.5,0.49,0.84,0.56,0.62,0.51,0.19,0.51,5.87,41
"221","TCGA-21-1071_19_38427126_39892270","ACTN4",0.96,0.93,0.5,0.49,0.36,0.29,0.39,0.51,0.81,0.51,5.75,41
"222","TCGA-21-1071_19_38427126_39892270","CAPN12",0.56,0.33,0.5,0.49,0.38,0.22,0.82,0.51,0.19,0.51,4.51,41
"223","TCGA-21-1071_19_38427126_39892270","LGALS7",0.42,0.61,0.5,0.49,0.33,0.24,1,0.51,0.19,0.51,4.8,41
"224","TCGA-21-1071_19_38427126_39892270","LGALS7B",0.44,0.09,0.5,0.49,0.82,0.8,0.73,0.51,0.19,0.51,5.08,41
"225","TCGA-21-1071_19_38427126_39892270","LGALS4",0.2,0.82,0.5,0.49,0.67,0.73,0.11,0.51,0.61,0.51,5.15,41
"226","TCGA-21-1071_19_38427126_39892270","ECH1",0.91,0.7,0.5,0.49,0.73,0.71,0.36,0.51,0.19,0.51,5.61,41
"227","TCGA-21-1071_19_38427126_39892270","AC104534.3",0.24,0.09,0.5,0.49,0.04,0.04,0.93,0.51,0.19,0.51,3.54,41
"228","TCGA-21-1071_19_38427126_39892270","HNRNPL",0.89,0.91,0.5,0.49,1,0.98,0.31,0.51,0.19,0.51,6.29,41
"229","TCGA-21-1071_19_38427126_39892270","RINL",0.51,0.09,0.5,0.49,0.42,0.49,0.39,0.51,0.69,0.51,4.6,41
"230","TCGA-21-1071_19_38427126_39892270","SIRT2",0.73,1,0.5,0.49,0.6,0.6,0.33,0.51,0.53,0.51,5.8,41
"231","TCGA-21-1071_19_38427126_39892270","NFKBIB",0.67,0.64,0.5,0.49,0.52,0.76,0.44,0.51,0.5,0.51,5.54,41
"232","TCGA-21-1071_19_38427126_39892270","SARS2",0.71,0.23,0.5,0.49,0.91,0.93,0.71,0.51,0.41,0.51,5.91,41
"233","TCGA-21-1071_19_38427126_39892270","CTC-360G5.8",0.04,0.09,0.5,0.49,0.07,0.07,0.13,0.51,0.19,0.51,2.6,41
"234","TCGA-21-1071_19_38427126_39892270","MRPS12",0.82,0.56,0.5,0.49,0.89,0.89,0.76,0.51,0.19,0.51,6.12,41
"235","TCGA-21-1071_19_38427126_39892270","FBXO17",0.62,0.78,0.5,0.49,0.52,0.44,0.8,0.51,0.41,0.51,5.58,41
"236","TCGA-21-1071_19_38427126_39892270","FBXO27",0.69,0.19,0.5,0.49,0.22,0.58,0.91,0.51,0.41,0.51,5.01,41
"237","TCGA-21-1071_19_38427126_39892270","PAPL",0.22,0.33,0.5,0.49,0.09,0.09,0.98,0.51,0.19,0.51,3.91,41
"238","TCGA-21-1071_19_38427126_39892270","PAK4",0.76,0.98,0.5,0.99,0.62,0.78,0.51,0.51,0.76,0.51,6.92,41
"239","TCGA-21-1071_19_38427126_39892270","NCCRP1",0.18,0.47,0.5,0.49,0.44,0.38,0.6,0.51,0.41,0.51,4.49,41
"240","TCGA-21-1071_19_38427126_39892270","SYCN",0.04,0.33,0.5,0.49,0.31,0.47,0.09,0.51,0.61,0.51,3.86,41
"241","TCGA-21-1071_19_38427126_39892270","IFNL3",0.04,0.7,0.5,0.49,0.49,0.51,0.18,0.51,0.99,0.51,4.92,41
"242","TCGA-21-1071_19_38427126_39892270","IFNL2",0.11,0.23,0.5,0.49,0.16,0.2,0.96,0.51,0.99,0.51,4.66,41
"243","TCGA-21-1071_19_38427126_39892270","IFNL1",0.09,0.47,0.5,0.49,0.27,0.4,0.42,0.51,0.96,0.51,4.62,41
"244","TCGA-21-1071_19_38427126_39892270","LRFN1",0.38,0.56,0.5,0.49,0.47,0.67,0.67,0.51,0.86,0.51,5.62,41
"245","TCGA-21-1071_19_38427126_39892270","GMFG",0.53,0.74,0.5,0.49,0.76,0.84,0.04,0.51,0.47,0.51,5.39,41
"246","TCGA-21-1071_19_38427126_39892270","SAMD4B",0.87,0.19,0.5,0.49,0.87,1,0.54,0.51,0.69,0.51,6.17,41
"247","TCGA-21-1071_19_38427126_39892270","PAF1",0.78,0.89,0.5,0.49,0.93,0.87,0.47,0.51,0.89,0.51,6.84,41
"248","TCGA-21-1071_19_38427126_39892270","MED29",0.64,0.56,0.5,0.49,0.98,0.91,0.29,0.51,0.92,0.51,6.31,41
"249","TCGA-21-1071_19_40955110_41499816","BLVRB",1,0.56,0.53,0.5,0.72,0.83,0.72,0.53,0.22,0.53,6.14,42
"250","TCGA-21-1071_19_40955110_41499816","SPTBN4",0.39,0.31,0.53,0.5,0.61,0.78,0.67,0.53,1,0.53,5.85,42
"251","TCGA-21-1071_19_40955110_41499816","SHKBP1",0.89,0.47,0.53,0.5,0.33,0.94,0.56,0.53,0.94,0.53,6.22,42
"252","TCGA-21-1071_19_40955110_41499816","LTBP4",0.56,0.78,0.53,0.5,0.94,0.56,0.11,0.53,0.83,0.53,5.87,42
"253","TCGA-21-1071_19_40955110_41499816","NUMBL",0.61,0.67,0.53,0.5,0.67,0.67,0.83,0.53,0.89,0.53,6.43,42
"254","TCGA-21-1071_19_40955110_41499816","ADCK4",0.78,0.22,0.53,1,0.06,0.06,0.78,0.53,0.22,0.53,4.71,42
"255","TCGA-21-1071_19_40955110_41499816","ITPKC",0.67,0.47,0.53,0.5,0.78,0.72,0.33,0.53,0.56,0.53,5.62,42
"256","TCGA-21-1071_19_40955110_41499816","C19orf54",0.5,0.11,0.53,0.5,0.11,0.11,0.61,0.53,0.22,0.53,3.75,42
"257","TCGA-21-1071_19_40955110_41499816","SNRPA",0.72,0.61,0.53,0.5,1,0.89,0.39,0.53,0.22,0.53,5.92,42
"258","TCGA-21-1071_19_40955110_41499816","MIA-RAB4B",0.28,0.31,0.53,0.5,0.17,0.17,1,0.53,0.22,0.53,4.24,42
"259","TCGA-21-1071_19_40955110_41499816","MIA",0.33,1,0.53,0.5,0.39,0.61,0.44,0.53,0.69,0.53,5.55,42
"260","TCGA-21-1071_19_40955110_41499816","RAB4B",0.83,0.39,0.53,0.5,0.83,0.5,0.5,0.53,0.61,0.53,5.75,42
"261","TCGA-21-1071_19_40955110_41499816","RAB4B-EGLN2",0.44,0.11,0.53,0.5,0.22,0.22,0.89,0.53,0.22,0.53,4.19,42
"262","TCGA-21-1071_19_40955110_41499816","EGLN2",0.94,0.83,0.53,0.5,0.89,1,0.28,0.53,0.78,0.53,6.81,42
"263","TCGA-21-1071_19_40955110_41499816","CTC-490E21.12",0.14,0.11,0.53,0.5,0.28,0.28,0.94,0.53,0.22,0.53,4.06,42
"264","TCGA-21-1071_19_40955110_41499816","CYP2A6",0.22,0.94,0.53,0.5,0.44,0.33,0.06,0.53,0.47,0.53,4.55,42
"265","TCGA-21-1071_19_40955110_41499816","CYP2A7",0.14,0.72,0.53,0.5,0.56,0.44,0.22,0.53,0.47,0.53,4.64,42
"266","TCGA-21-1071_19_40955110_41499816","CYP2B6",0.06,0.89,0.53,0.5,0.5,0.39,0.17,0.53,0.69,0.53,4.79,42
"267","TCGA-21-1081_13_109746025_110371264","MYO16",1,1,1,1,1,1,1,1,1,1,10,43
"268","TCGA-21-5786_2_118690820_120229638","CCDC93",0.8,0.2,0.5,0.55,1,0.7,0.8,0.55,0.25,0.55,5.9,44
"269","TCGA-21-5786_2_118690820_120229638","INSIG2",0.6,0.6,0.5,0.55,0.2,0.8,0.4,0.55,0.85,0.55,5.6,44
"270","TCGA-21-5786_2_118690820_120229638","EN1",0.3,0.9,1,0.55,0.4,0.2,1,0.55,0.85,0.55,6.3,44
"271","TCGA-21-5786_2_118690820_120229638","MARCO",0.4,1,0.5,0.55,0.5,0.3,0.1,0.55,0.5,0.55,4.95,44
"272","TCGA-21-5786_2_118690820_120229638","C1QL2",0.2,0.4,0.5,0.55,0.3,0.5,0.9,0.55,0.4,0.55,4.85,44
"273","TCGA-21-5786_2_118690820_120229638","STEAP3",0.7,0.7,0.5,0.55,0.7,1,0.5,0.55,0.7,0.55,6.45,44
"274","TCGA-21-5786_2_118690820_120229638","C2orf76",0.9,0.2,0.5,0.55,0.9,0.9,0.7,0.55,0.1,0.55,5.85,44
"275","TCGA-21-5786_2_118690820_120229638","DBI",1,0.8,0.5,0.55,0.8,0.6,0.6,0.55,1,0.55,6.95,44
"276","TCGA-21-5786_2_118690820_120229638","TMEM37",0.5,0.2,0.5,0.55,0.1,0.1,0.3,0.55,0.25,0.55,3.6,44
"277","TCGA-21-5786_2_118690820_120229638","SCTR",0.1,0.5,0.5,0.55,0.6,0.4,0.2,0.55,0.6,0.55,4.55,44
"278","TCGA-22-1011_7_92643377_93138082","SAMD9",1,1,0.6,0.6,0.4,0.4,1,0.6,0.3,0.6,6.5,45
"279","TCGA-22-1011_7_92643377_93138082","SAMD9L",0.6,0.6,0.6,0.6,1,0.6,0.4,0.6,0.6,0.6,6.2,45
"280","TCGA-22-1011_7_92643377_93138082","HEPACAM2",0.4,0.4,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.6,6.2,45
"281","TCGA-22-1011_7_92643377_93138082","CCDC132",0.8,0.2,0.6,0.6,0.2,0.2,0.8,0.6,0.3,0.6,4.9,45
"282","TCGA-22-1011_7_92643377_93138082","CALCR",0.2,0.8,0.6,0.6,0.6,1,0.2,0.6,1,0.6,6.2,45
"283","TCGA-22-1017_6_56121636_57324832","COL21A1",0.12,0.5,0.5,0.56,0.12,0.12,0.12,0.56,0.12,0.56,3.28,46
"284","TCGA-22-1017_6_56121636_57324832","DST",1,1,0.5,0.56,0.88,0.62,0.25,0.56,0.25,0.56,6.18,46
"285","TCGA-22-1017_6_56121636_57324832","BEND6",0.25,0.25,0.5,0.56,0.5,0.5,1,0.56,1,0.56,5.68,46
"286","TCGA-22-1017_6_56121636_57324832","KIAA1586",0.62,0.12,0.5,0.56,0.25,0.38,0.88,0.56,0.75,0.56,5.18,46
"287","TCGA-22-1017_6_56121636_57324832","ZNF451",0.88,0.38,1,0.56,0.38,0.25,0.5,0.56,0.38,0.56,5.45,46
"288","TCGA-22-1017_6_56121636_57324832","BAG2",0.38,0.75,0.5,0.56,0.62,0.75,0.62,0.56,0.5,0.56,5.8,46
"289","TCGA-22-1017_6_56121636_57324832","RAB23",0.5,0.88,0.5,0.56,0.75,0.88,0.38,0.56,0.62,0.56,6.19,46
"290","TCGA-22-1017_6_56121636_57324832","PRIM2",0.75,0.62,0.5,0.56,1,1,0.75,0.56,0.88,0.56,7.18,46
"291","TCGA-22-1017_X_18418959_19306535","CDKL5",0.75,0.75,0.62,1,0.75,0.75,0.5,0.62,1,0.62,7.36,47
"292","TCGA-22-1017_X_18418959_19306535","RS1",0.5,1,0.62,0.5,0.5,0.5,0.25,0.62,0.75,0.62,5.86,47
"293","TCGA-22-1017_X_18418959_19306535","PPEF1",0.25,0.5,0.62,0.5,0.25,0.25,1,0.62,0.25,0.62,4.86,47
"294","TCGA-22-1017_X_18418959_19306535","PHKA2",1,0.25,0.62,0.5,1,1,0.75,0.62,0.5,0.62,6.86,47
"295","TCGA-22-4591_19_32443411_33543481","ZNF507",0.4,0.55,1,0.55,0.3,0.1,0.6,0.55,0.2,0.55,4.8,48
"296","TCGA-22-4591_19_32443411_33543481","DPY19L3",0.5,0.2,0.5,0.55,0.6,0.6,0.1,0.55,0.2,0.55,4.35,48
"297","TCGA-22-4591_19_32443411_33543481","PDCD5",1,1,0.5,0.55,1,1,0.9,0.55,0.7,0.55,7.75,48
"298","TCGA-22-4591_19_32443411_33543481","ANKRD27",0.9,0.55,0.5,0.55,0.8,0.9,0.5,0.55,0.6,0.55,6.4,48
"299","TCGA-22-4591_19_32443411_33543481","RGS9BP",0.3,0.55,0.5,0.55,0.4,0.5,0.8,0.55,0.85,0.55,5.55,48
"300","TCGA-22-4591_19_32443411_33543481","NUDT19",0.6,0.2,0.5,0.55,0.2,0.2,0.3,0.55,0.2,0.55,3.85,48
"301","TCGA-22-4591_19_32443411_33543481","TDRD12",0.2,0.55,0.5,0.55,0.1,0.3,1,0.55,0.5,0.55,4.8,48
"302","TCGA-22-4591_19_32443411_33543481","SLC7A9",0.1,0.8,0.5,0.55,0.7,0.8,0.2,0.55,0.4,0.55,5.15,48
"303","TCGA-22-4591_19_32443411_33543481","CEP89",0.8,0.2,0.5,0.55,0.9,0.4,0.4,0.55,0.85,0.55,5.7,48
"304","TCGA-22-4591_19_32443411_33543481","RHPN2",0.7,0.9,0.5,0.55,0.5,0.7,0.7,0.55,1,0.55,6.65,48
"305","TCGA-22-4591_X_50199492_50950501","SHROOM4",1,0.5,0.75,0.75,1,1,0.5,0.75,0.5,0.75,7.5,49
"306","TCGA-22-4591_X_50199492_50950501","BMP15",0.5,1,0.75,0.75,0.5,0.5,1,0.75,1,0.75,7.5,49
"307","TCGA-22-4591_X_50954488_51404640","NUDT10",0.67,0.67,0.67,0.67,1,1,0.33,0.67,0.67,0.67,7.02,50
"308","TCGA-22-4591_X_50954488_51404640","CXorf67",0.33,0.33,0.67,0.67,0.33,0.33,1,0.67,0.67,0.67,5.67,50
"309","TCGA-22-4591_X_50954488_51404640","NUDT11",1,1,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,7.36,50
"310","TCGA-22-4593_13_109258226_110309931","MYO16",1,1,1,1,1,1,1,1,1,1,10,51
"311","TCGA-22-4594_18_43600271_44578565","PSTPIP2",0.69,0.62,0.54,0.54,0.85,0.92,0.38,0.54,0.96,0.54,6.58,52
"312","TCGA-22-4594_18_43600271_44578565","ATP5A1",1,1,0.54,0.54,0.08,0.08,0.62,0.54,0.31,0.54,5.25,52
"313","TCGA-22-4594_18_43600271_44578565","HAUS1",0.92,0.31,0.54,0.54,1,1,0.77,0.54,0.96,0.54,7.12,52
"314","TCGA-22-4594_18_43600271_44578565","C18orf25",0.85,0.12,0.54,0.54,0.92,0.85,0.46,0.54,0.31,0.54,5.67,52
"315","TCGA-22-4594_18_43600271_44578565","RNF165",0.46,0.46,0.54,0.54,0.46,0.54,0.23,0.54,0.31,0.54,4.62,52
"316","TCGA-22-4594_18_43600271_44578565","LOXHD1",0.38,0.62,0.54,0.54,0.54,0.46,0.08,0.54,0.65,0.54,4.89,52
"317","TCGA-22-4594_18_43600271_44578565","ST8SIA5",0.54,0.62,0.54,0.54,0.62,0.77,1,0.54,0.65,0.54,6.36,52
"318","TCGA-22-4594_18_43600271_44578565","PIAS2",0.77,0.92,0.54,0.54,0.77,0.69,0.54,0.54,0.85,0.54,6.7,52
"319","TCGA-22-4594_18_43600271_44578565","KATNAL2",0.62,0.77,0.54,0.54,0.69,0.62,0.31,0.54,0.77,0.54,5.94,52
"320","TCGA-22-4594_18_43600271_44578565","TCEB3CL2",0.27,0.12,0.54,0.54,0.15,0.15,0.85,0.54,0.31,0.54,4.01,52
"321","TCGA-22-4594_18_43600271_44578565","TCEB3CL",0.27,0.31,0.54,0.54,0.23,0.23,0.92,0.54,0.31,0.54,4.43,52
"322","TCGA-22-4594_18_43600271_44578565","TCEB3C",0.08,0.85,0.54,0.54,0.31,0.31,0.15,0.54,0.31,0.54,4.17,52
"323","TCGA-22-4594_18_43600271_44578565","TCEB3B",0.15,0.31,0.54,0.54,0.38,0.38,0.69,0.54,0.31,0.54,4.38,52
"324","TCGA-22-4594_18_45470225_46559340","ZBTB7C",0.33,0.67,1,0.67,0.33,0.67,1,0.67,1,0.67,7.01,53
"325","TCGA-22-4594_18_45470225_46559340","CTIF",0.67,0.33,0.5,0.67,0.67,0.33,0.33,0.67,0.33,0.67,5.17,53
"326","TCGA-22-4594_18_45470225_46559340","SMAD7",1,1,0.5,0.67,1,1,0.67,0.67,0.67,0.67,7.85,53
"327","TCGA-22-4609_9_38009663_38766174","RP11-613M10.9",0.2,0.2,0.6,0.6,0.2,0.2,0.6,0.6,0.3,0.6,4.1,54
"328","TCGA-22-4609_9_38009663_38766174","SHB",0.8,1,0.6,0.6,1,1,0.2,0.6,1,0.6,7.4,54
"329","TCGA-22-4609_9_38009663_38766174","ALDH1B1",1,0.8,0.6,0.6,0.6,0.4,0.8,0.6,0.6,0.6,6.6,54
"330","TCGA-22-4609_9_38009663_38766174","IGFBPL1",0.4,0.6,0.6,0.6,0.4,0.8,0.4,0.6,0.8,0.6,5.8,54
"331","TCGA-22-4609_9_38009663_38766174","ANKRD18A",0.6,0.4,0.6,0.6,0.8,0.6,1,0.6,0.3,0.6,6.1,54
"332","TCGA-22-5471_8_127772198_128475817","POU5F1B",1,1,1,1,1,1,1,1,1,1,10,55
"333","TCGA-22-5479_5_16836005_17151705","MYO10",0.5,0.5,0.75,0.75,1,1,0.5,0.75,0.5,0.75,7,56
"334","TCGA-22-5479_5_16836005_17151705","BASP1",1,1,0.75,0.75,0.5,0.5,1,0.75,1,0.75,8,56
"335","TCGA-22-5479_9_23267924_23872550","ELAVL2",1,1,1,1,1,1,1,1,1,1,10,57
"336","TCGA-22-5491_3_189371014_190527427","CLDN1",1,1,0.62,0.62,0.75,0.5,0.75,0.62,1,0.62,7.48,58
"337","TCGA-22-5491_3_189371014_190527427","CLDN16",0.5,0.5,0.62,0.62,0.5,0.75,0.5,0.62,0.75,0.62,5.98,58
"338","TCGA-22-5491_3_189371014_190527427","TMEM207",0.25,0.25,0.62,0.62,0.25,0.25,1,0.62,0.25,0.62,4.73,58
"339","TCGA-22-5491_3_189371014_190527427","IL1RAP",0.75,0.75,0.62,0.62,1,1,0.25,0.62,0.5,0.62,6.73,58
"340","TCGA-22-5492_2_97518495_98018864","ANKRD23",0.33,0.67,0.58,0.58,0.67,0.33,0.33,0.58,0.83,0.58,5.48,59
"341","TCGA-22-5492_2_97518495_98018864","ANKRD39",0.67,0.33,0.58,0.58,0.83,0.5,0.17,0.58,0.42,0.58,5.24,59
"342","TCGA-22-5492_2_97518495_98018864","SEMA4C",1,1,0.58,0.58,0.17,0.67,1,0.58,1,0.58,7.16,59
"343","TCGA-22-5492_2_97518495_98018864","FAM178B",0.17,0.33,0.58,0.58,0.33,0.17,0.5,0.58,0.42,0.58,4.24,59
"344","TCGA-22-5492_2_97518495_98018864","FAHD2B",0.83,0.33,0.58,0.58,1,0.83,0.83,0.58,0.42,0.58,6.56,59
"345","TCGA-22-5492_2_97518495_98018864","ANKRD36",0.5,0.83,0.58,0.58,0.5,1,0.67,0.58,0.42,0.58,6.24,59
"346","TCGA-22-A5C4_6_73087929_73641364","RIMS1",0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.75,1,0.75,6.5,62
"347","TCGA-22-A5C4_6_73087929_73641364","KCNQ5",1,1,0.75,0.75,1,1,1,0.75,0.5,0.75,8.5,62
"348","TCGA-22-A5C4_8_37432030_38106164","ZNF703",0.36,0.86,0.96,0.54,0.57,0.71,0.43,0.54,0.71,0.5,6.18,63
"349","TCGA-22-A5C4_8_37432030_38106164","RP11-863K10.7",0.21,0.11,0.46,0.54,0.07,0.07,0.21,0.54,0.14,0.5,2.85,63
"350","TCGA-22-A5C4_8_37432030_38106164","ERLIN2",0.93,0.43,0.46,0.54,0.71,0.64,0.86,0.54,0.29,0.5,5.9,63
"351","TCGA-22-A5C4_8_37432030_38106164","PROSC",0.64,0.21,0.46,0.54,0.14,0.14,0.29,0.54,0.14,0.5,3.6,63
"352","TCGA-22-A5C4_8_37432030_38106164","BRF2",0.57,0.71,0.96,0.54,1,1,0.5,0.54,0.93,0.5,7.25,63
"353","TCGA-22-A5C4_8_37432030_38106164","RAB11FIP1",0.43,0.36,0.46,0.54,0.21,0.21,0.14,0.54,0.5,0.5,3.89,63
"354","TCGA-22-A5C4_8_37432030_38106164","GOT1L1",0.07,0.11,0.46,0.54,0.29,0.29,0.07,0.54,0.14,0.5,3.01,63
"355","TCGA-22-A5C4_8_37432030_38106164","ADRB3",0.14,0.5,0.46,0.54,0.43,0.57,0.36,0.54,0.64,1,5.18,63
"356","TCGA-22-A5C4_8_37432030_38106164","EIF4EBP1",1,0.93,0.46,0.54,0.79,0.86,0.93,0.54,0.39,0.5,6.94,63
"357","TCGA-22-A5C4_8_37432030_38106164","ASH2L",0.86,0.79,0.46,0.54,0.93,0.93,0.79,0.54,0.57,0.5,6.91,63
"358","TCGA-22-A5C4_8_37432030_38106164","STAR",0.29,1,0.46,0.54,0.5,0.36,1,0.54,0.86,0.5,6.05,63
"359","TCGA-22-A5C4_8_37432030_38106164","LSM1",0.79,0.57,0.46,0.54,0.64,0.43,0.57,0.54,1,0.5,6.04,63
"360","TCGA-22-A5C4_8_37432030_38106164","BAG4",0.5,0.64,0.46,0.54,0.86,0.79,0.64,0.54,0.79,0.5,6.26,63
"361","TCGA-22-A5C4_8_37432030_38106164","DDHD2",0.71,0.29,0.46,0.54,0.36,0.5,0.71,0.54,0.39,0.5,5,63
"362","TCGA-22-A5C4_12_70827197_71760471","KCNMB4",1,0.5,0.62,0.62,1,0.75,0.5,0.62,0.75,0.62,6.98,60
"363","TCGA-22-A5C4_12_70827197_71760471","PTPRR",0.25,0.75,0.62,0.62,0.5,0.5,0.75,0.62,1,0.62,6.23,60
"364","TCGA-22-A5C4_12_70827197_71760471","CTD-2021H9.3",0.5,0.25,0.62,0.62,0.25,0.25,1,0.62,0.25,0.62,4.98,60
"365","TCGA-22-A5C4_12_70827197_71760471","TSPAN8",0.75,1,0.62,0.62,0.75,1,0.25,0.62,0.5,0.62,6.73,60
"366","TCGA-22-A5C4_16_11156259_11531729","CLEC16A",1,0.25,0.58,0.58,0.83,0.83,0.83,0.58,0.33,0.58,6.39,61
"367","TCGA-22-A5C4_16_11156259_11531729","TNP2",0.42,0.5,0.58,0.58,0.67,0.67,0.17,0.58,1,0.58,5.75,61
"368","TCGA-22-A5C4_16_11156259_11531729","PRM3",0.42,0.83,0.58,0.58,0.33,0.33,0.5,0.58,0.5,0.58,5.23,61
"369","TCGA-22-A5C4_16_11156259_11531729","PRM2",0.42,0.67,0.58,0.58,1,1,0.5,0.58,0.67,0.58,6.58,61
"370","TCGA-22-A5C4_16_11156259_11531729","PRM1",0.42,1,0.58,0.58,0.5,0.5,0.5,0.58,0.83,0.58,6.07,61
"371","TCGA-22-A5C4_16_11156259_11531729","CTD-3088G3.8",0.83,0.25,0.58,0.58,0.17,0.17,1,0.58,0.17,0.58,4.91,61
"372","TCGA-22-A5C4_X_5493083_6914406","NLGN4X",1,1,0.75,0.75,1,1,0.5,0.75,1,0.75,8.5,66
"373","TCGA-22-A5C4_X_5493083_6914406","VCX3A",0.5,0.5,0.75,0.75,0.5,0.5,1,0.75,0.5,0.75,6.5,66
"374","TCGA-22-A5C4_X_34884974_35658367","FAM47B",1,1,1,1,1,1,1,1,1,1,10,64
"375","TCGA-22-A5C4_X_44856954_46614881","CXorf36",0.2,0.4,0.5,0.6,0.2,0.2,0.2,0.6,0.4,0.6,3.9,65
"376","TCGA-22-A5C4_X_44856954_46614881","KRBOX4",1,0.2,0.5,0.6,0.8,0.4,0.8,0.6,0.4,0.6,5.9,65
"377","TCGA-22-A5C4_X_44856954_46614881","ZNF674",0.4,1,1,0.6,0.4,0.8,0.6,0.6,0.9,0.6,6.9,65
"378","TCGA-22-A5C4_X_44856954_46614881","CHST7",0.6,0.8,0.5,0.6,1,1,0.4,0.6,0.9,0.6,7,65
"379","TCGA-22-A5C4_X_44856954_46614881","SLC9A7",0.8,0.6,0.5,0.6,0.6,0.6,1,0.6,0.4,0.6,6.3,65
"380","TCGA-26-5134_4_54372689_54667484","FIP1L1",1,1,0.75,0.75,1,1,1,0.75,0.5,0.75,8.5,67
