"","ID","gene_name","rank_expr_norm","rank_pubmed_mean_norm","rank_tf_norm","rank_kinase_norm","rank_crisp_mean_norm","rank_crisp_min_norm","rank_expr_fold_change_norm","rank_is_TSG_norm","rank_GO_term_norm","rank_PPI_norm","SUM_RANK","is_oncogene"
"1722","TCGA-UY-A9PD_17_55454929_56358884","SRSF1",1,0.85,0.5,0.54,1,1,0.54,0.54,0.46,0.54,6.97,0
"1723","TCGA-UY-A9PD_17_55454929_56358884","DYNLL2",0.85,0.19,0.5,0.54,0.15,0.31,0.62,0.54,0.73,0.54,4.97,0
"1724","TCGA-UY-A9PD_17_55454929_56358884","OR4D1",0.12,0.19,0.5,0.54,0.62,0.69,0.19,0.54,0.23,0.54,4.16,0
"1725","TCGA-UY-A9PD_17_55454929_56358884","OR4D2",0.12,0.19,0.5,0.54,0.77,0.62,0.19,0.54,0.23,0.54,4.24,0
"1726","TCGA-UY-A9PD_17_55454929_56358884","EPX",0.38,0.62,0.5,0.54,0.31,0.54,0.77,0.54,0.85,0.54,5.59,0
"1727","TCGA-UY-A9PD_17_55454929_56358884","MKS1",0.77,0.38,0.5,0.54,0.38,0.15,0.69,0.54,1,0.54,5.49,0
"1728","TCGA-UY-A9PD_17_55454929_56358884","LPO",0.31,0.92,0.5,0.54,0.46,0.46,1,0.54,0.92,0.54,6.19,0
"1729","TCGA-UY-A9PD_17_55454929_56358884","MPO",0.23,1,0.5,0.54,0.54,0.38,0.08,0.54,0.62,0.54,4.97,0
"1730","TCGA-D7-A6EV_10_31656049_32333920","ZEB1",0.33,1,1,0.67,1,1,0.33,0.67,1,0.67,7.67,1
"1731","TCGA-D7-A6EV_10_31656049_32333920","ARHGAP12",0.67,0.33,0.5,0.67,0.33,0.67,1,0.67,0.33,0.67,5.84,0
"1732","TCGA-D7-A6EV_10_31656049_32333920","KIF5B",1,0.67,0.5,0.67,0.67,0.33,0.67,0.67,0.67,0.67,6.52,0
"1733","TCGA-A8-A06R_12_829874_1586076","WNK1",1,0.67,0.67,1,1,1,0.67,0.67,0.33,0.5,7.51,0
"1734","TCGA-A8-A06R_12_829874_1586076","RAD52",0.67,1,0.67,0.5,0.67,0.33,1,0.67,1,1,7.51,0
"1735","TCGA-A8-A06R_12_829874_1586076","ERC1",0.33,0.33,0.67,0.5,0.33,0.67,0.33,0.67,0.67,0.5,5,1
"1736","TCGA-BH-A203_1_206581203_207611162","SRGAP2",0.68,0.53,0.53,0.45,1,0.89,0.42,0.53,0.79,0.53,6.35,0
"1737","TCGA-BH-A203_1_206581203_207611162","IKBKE",0.79,0.84,0.53,0.95,0.16,0.95,0.89,0.53,0.84,0.53,7.01,1
"1738","TCGA-BH-A203_1_206581203_207611162","C1orf147",0.21,0.05,0.53,0.45,0.05,0.05,0.84,0.53,0.08,0.53,3.32,0
"1739","TCGA-BH-A203_1_206581203_207611162","RASSF5",0.84,0.68,0.53,0.45,0.68,0.74,0.53,0.53,0.42,0.53,5.93,0
"1740","TCGA-BH-A203_1_206581203_207611162","EIF2D",0.95,0.26,0.53,0.45,0.47,0.26,0.63,0.53,0.18,0.53,4.79,0
"1741","TCGA-BH-A203_1_206581203_207611162","DYRK3",0.53,0.47,0.53,0.95,0.53,0.11,0.26,0.53,0.74,0.53,5.18,0
"1742","TCGA-BH-A203_1_206581203_207611162","MAPKAPK2",1,0.79,0.53,0.95,0.84,0.84,0.95,0.53,0.89,0.53,7.85,0
"1743","TCGA-BH-A203_1_206581203_207611162","IL10",0.37,1,0.53,0.45,0.21,0.21,0.47,0.53,0.53,0.53,4.83,0
"1744","TCGA-BH-A203_1_206581203_207611162","IL19",0.05,0.42,0.53,0.45,0.32,0.42,0.16,0.53,0.32,0.53,3.73,0
"1745","TCGA-BH-A203_1_206581203_207611162","IL20",0.16,0.37,0.53,0.45,0.37,0.32,0.32,0.53,0.68,0.53,4.26,0
"1746","TCGA-BH-A203_1_206581203_207611162","IL24",0.32,0.89,0.53,0.45,0.58,0.53,0.37,0.53,0.58,0.53,5.31,0
"1747","TCGA-BH-A203_1_206581203_207611162","PIGR",0.47,0.74,0.53,0.45,0.63,0.16,0.11,0.53,0.26,0.53,4.41,0
"1748","TCGA-BH-A203_1_206581203_207611162","FCAMR",0.26,0.16,0.53,0.45,0.11,0.47,1,0.53,0.18,0.53,4.22,0
"1749","TCGA-BH-A203_1_206581203_207611162","C1orf116",0.58,0.16,0.53,0.45,0.42,0.37,0.21,0.53,0.08,0.53,3.86,0
"1750","TCGA-BH-A203_1_206581203_207611162","YOD1",0.63,0.58,0.53,0.45,0.95,0.79,0.71,0.53,1,0.53,6.7,0
"1751","TCGA-BH-A203_1_206581203_207611162","PFKFB2",0.74,0.63,0.53,0.45,0.79,0.58,0.79,0.53,0.63,0.53,6.2,0
"1752","TCGA-BH-A203_1_206581203_207611162","C4BPB",0.42,0.16,0.53,0.45,0.74,0.68,0.71,0.53,0.47,0.53,5.22,0
"1753","TCGA-BH-A203_1_206581203_207611162","C4BPA",0.11,0.32,0.53,0.45,0.26,0.63,0.05,0.53,0.37,0.53,3.78,0
"1754","TCGA-BH-A203_1_206581203_207611162","CD55",0.89,0.95,0.53,0.45,0.89,1,0.58,0.53,0.95,0.53,7.3,0
"1755","TCGA-A2-A0YG_1_160532852_162305160","CD84",0.32,0.33,0.48,0.51,0.24,0.2,0.39,0.51,0.83,0.51,4.32,0
"1756","TCGA-A2-A0YG_1_160532852_162305160","SLAMF1",0.2,0.54,0.48,0.51,0.37,0.51,0.23,0.51,0.34,0.51,4.2,0
"1757","TCGA-A2-A0YG_1_160532852_162305160","CD48",0.46,0.93,0.48,0.51,0.44,0.76,0.15,0.51,0.56,0.51,5.31,0
"1758","TCGA-A2-A0YG_1_160532852_162305160","SLAMF7",0.41,0.72,0.48,0.51,0.54,0.46,0.29,0.51,0.96,0.51,5.39,0
"1759","TCGA-A2-A0YG_1_160532852_162305160","LY9",0.22,0.28,0.48,0.51,0.49,0.56,0.17,0.51,0.63,0.51,4.36,0
"1760","TCGA-A2-A0YG_1_160532852_162305160","CD244",0.1,0.85,0.48,0.51,0.22,0.54,0.05,0.51,0.51,0.51,4.28,0
"1761","TCGA-A2-A0YG_1_160532852_162305160","ITLN1",0.15,0.6,0.48,0.51,0.2,0.22,0.76,0.51,0.49,0.51,4.43,0
"1762","TCGA-A2-A0YG_1_160532852_162305160","ITLN2",0.07,0.16,0.48,0.51,0.46,0.41,1,0.51,0.13,0.51,4.24,0
"1763","TCGA-A2-A0YG_1_160532852_162305160","F11R",0.98,0.68,0.48,0.51,0.83,0.85,0.93,0.51,0.89,0.51,7.17,0
"1764","TCGA-A2-A0YG_1_160532852_162305160","TSTD1",0.93,0.1,0.48,0.51,0.56,0.44,0.62,0.51,0.67,0.51,5.33,0
"1765","TCGA-A2-A0YG_1_160532852_162305160","USF1",0.85,0.98,0.98,0.51,0.74,0.67,0.78,0.51,0.71,0.51,7.24,0
"1766","TCGA-A2-A0YG_1_160532852_162305160","ARHGAP30",0.49,0.54,0.48,0.51,0.71,0.83,0.32,0.51,0.56,0.51,5.46,0
"1767","TCGA-A2-A0YG_1_160532852_162305160","AL591806.1",0.04,0.02,0.48,0.51,0.02,0.02,0.23,0.51,0.13,0.51,2.47,0
"1768","TCGA-A2-A0YG_1_160532852_162305160","PVRL4",0.78,0.77,0.48,0.51,0.05,0.05,0.98,0.51,0.13,0.51,4.77,0
"1769","TCGA-A2-A0YG_1_160532852_162305160","KLHDC9",0.56,0.1,0.48,0.51,0.59,0.32,0.54,0.51,0.13,0.51,4.25,0
"1770","TCGA-A2-A0YG_1_160532852_162305160","PFDN2",0.9,0.28,0.48,0.51,1,1,0.8,0.51,0.96,0.51,6.95,0
"1771","TCGA-A2-A0YG_1_160532852_162305160","NIT1",0.83,0.33,0.48,0.51,0.33,0.34,0.66,0.51,0.13,0.51,4.63,0
"1772","TCGA-A2-A0YG_1_160532852_162305160","DEDD",0.8,0.66,0.48,0.51,0.41,0.15,0.68,0.51,0.37,0.51,5.08,0
"1773","TCGA-A2-A0YG_1_160532852_162305160","UFC1",1,0.54,0.48,0.51,0.95,0.93,0.71,0.51,0.67,0.51,6.81,0
"1774","TCGA-A2-A0YG_1_160532852_162305160","USP21",0.73,0.8,0.48,0.51,0.85,0.61,0.62,0.51,0.85,0.51,6.47,0
"1775","TCGA-A2-A0YG_1_160532852_162305160","PPOX",0.66,0.37,0.48,0.51,0.63,0.95,0.56,0.51,0.13,0.51,5.31,0
"1776","TCGA-A2-A0YG_1_160532852_162305160","B4GALT3",0.88,0.45,0.48,0.51,0.9,0.63,0.95,0.51,0.29,0.51,6.11,0
"1777","TCGA-A2-A0YG_1_160532852_162305160","ADAMTS4",0.51,0.77,0.48,0.51,0.8,0.71,0.73,0.51,0.56,0.51,6.09,0
"1778","TCGA-A2-A0YG_1_160532852_162305160","NDUFS2",0.95,0.41,0.48,0.51,0.98,0.98,0.88,0.51,0.96,0.51,7.17,0
"1779","TCGA-A2-A0YG_1_160532852_162305160","FCER1G",0.63,0.6,0.48,0.51,0.29,0.24,0.2,0.51,0.89,0.51,4.86,0
"1780","TCGA-A2-A0YG_1_160532852_162305160","APOA2",0.04,0.72,0.48,0.51,0.39,0.27,0.1,0.51,0.73,0.51,4.26,0
"1781","TCGA-A2-A0YG_1_160532852_162305160","TOMM40L",0.71,0.05,0.48,0.51,0.74,0.8,0.9,0.51,0.29,0.51,5.5,0
"1782","TCGA-A2-A0YG_1_160532852_162305160","NR1I3",0.29,0.83,0.98,0.51,0.27,0.49,0.85,0.51,0.77,0.51,6.01,0
"1783","TCGA-A2-A0YG_1_160532852_162305160","PCP4L1",0.39,0.16,0.48,0.51,0.15,0.29,0.51,0.51,0.13,0.51,3.64,0
"1784","TCGA-A2-A0YG_1_160532852_162305160","MPZ",0.17,0.49,0.48,0.51,0.51,0.37,0.02,0.51,0.96,0.51,4.53,0
"1785","TCGA-A2-A0YG_1_160532852_162305160","FCGR2A",0.54,0.88,0.48,0.51,0.17,0.12,0.27,0.51,0.13,0.51,4.12,0
"1786","TCGA-A2-A0YG_1_160532852_162305160","HSPA6",0.37,0.95,0.48,0.51,0.78,0.67,0.46,0.51,0.77,0.51,6.01,0
"1787","TCGA-A2-A0YG_1_160532852_162305160","FCGR3A",0.59,0.9,0.48,0.51,0.12,0.39,0.41,0.51,0.8,0.51,5.22,0
"1788","TCGA-A2-A0YG_1_160532852_162305160","FCGR2B",0.34,0.63,0.48,0.51,0.66,0.73,0.07,0.51,0.41,0.51,4.85,1
"1789","TCGA-A2-A0YG_1_160532852_162305160","FCGR3B",0.27,0.22,0.48,0.51,0.07,0.1,0.37,0.51,0.29,0.51,3.33,0
"1790","TCGA-A2-A0YG_1_160532852_162305160","FCRLA",0.12,0.22,0.48,0.51,0.1,0.07,0.12,0.51,0.13,0.51,2.77,0
"1791","TCGA-A2-A0YG_1_160532852_162305160","FCRLB",0.24,0.1,0.48,0.51,0.33,0.17,0.44,0.51,0.44,0.51,3.73,0
"1792","TCGA-A2-A0YG_1_160532852_162305160","DUSP12",0.68,0.22,0.48,0.51,0.88,0.78,0.59,0.51,0.39,0.51,5.55,0
"1793","TCGA-A2-A0YG_1_160532852_162305160","ATF6",0.76,1,0.98,0.51,0.61,0.88,0.83,0.51,0.46,0.51,7.05,0
"1794","TCGA-A2-A0YG_1_160532852_162305160","OLFML2B",0.61,0.45,0.48,0.51,0.68,0.59,0.49,0.51,0.13,0.51,4.96,0
"1795","TCGA-A2-A0YG_1_160532852_162305160","NOS1AP",0.44,0.39,0.48,0.51,0.93,0.9,0.34,0.51,0.61,0.51,5.62,0
"1796","TCGA-BL-A13J-c_1_162245984_163188584","NOS1AP",0.5,0.5,0.54,0.46,0.92,0.83,0.5,0.54,0.92,0.54,6.25,0
"1797","TCGA-BL-A13J-c_1_162245984_163188584","RP11-565P22.6",0.25,0.12,0.54,0.46,0.08,0.08,0.38,0.54,0.25,0.54,3.24,0
"1798","TCGA-BL-A13J-c_1_162245984_163188584","C1orf226",0.58,0.29,0.54,0.46,0.75,0.75,0.58,0.54,0.25,0.54,5.28,0
"1799","TCGA-BL-A13J-c_1_162245984_163188584","C1orf111",0.33,0.12,0.54,0.46,0.17,0.17,1,0.54,0.25,0.54,4.12,0
"1800","TCGA-BL-A13J-c_1_162245984_163188584","SH2D1B",0.17,0.29,0.54,0.46,0.58,0.5,0.67,0.54,0.58,0.54,4.87,0
"1801","TCGA-BL-A13J-c_1_162245984_163188584","UHMK1",0.92,0.75,0.54,0.96,0.42,0.58,0.83,0.54,0.67,0.54,6.75,0
"1802","TCGA-BL-A13J-c_1_162245984_163188584","UAP1",1,0.58,0.54,0.46,1,1,0.75,0.54,0.25,0.54,6.66,0
"1803","TCGA-BL-A13J-c_1_162245984_163188584","DDR2",0.67,1,0.54,0.96,0.67,0.67,0.17,0.54,0.5,0.54,6.26,1
"1804","TCGA-BL-A13J-c_1_162245984_163188584","HSD17B7",0.83,0.67,0.54,0.46,0.83,0.92,0.92,0.54,0.79,0.54,7.04,0
"1805","TCGA-BL-A13J-c_1_162245984_163188584","C1orf110",0.08,0.42,0.54,0.46,0.25,0.25,0.08,0.54,0.25,0.54,3.41,0
"1806","TCGA-BL-A13J-c_1_162245984_163188584","RGS4",0.42,0.92,0.54,0.46,0.5,0.42,0.38,0.54,1,0.54,5.72,0
"1807","TCGA-BL-A13J-c_1_162245984_163188584","RGS5",0.75,0.83,0.54,0.46,0.33,0.33,0.25,0.54,0.79,0.54,5.36,0
"1808","TCGA-85-8277_6_36754184_37415076","CPNE5",0.25,0.25,0.54,0.5,0.42,0.5,0.42,0.54,0.42,0.54,4.38,0
"1809","TCGA-85-8277_6_36754184_37415076","PPIL1",0.75,0.62,0.54,0.5,0.92,1,0.92,0.54,0.5,0.54,6.83,0
"1810","TCGA-85-8277_6_36754184_37415076","C6orf89",0.67,0.25,0.54,0.5,0.75,0.58,0.58,0.54,0.96,0.54,5.91,0
"1811","TCGA-85-8277_6_36754184_37415076","PI16",0.08,0.83,0.54,0.5,0.25,0.33,0.08,0.54,0.75,0.54,4.44,0
"1812","TCGA-85-8277_6_36754184_37415076","MTCH1",1,0.75,0.54,0.5,0.17,0.25,0.67,0.54,0.33,0.54,5.29,0
"1813","TCGA-85-8277_6_36754184_37415076","FGD2",0.17,0.62,0.54,0.5,0.58,0.67,0.17,0.54,0.96,0.54,5.29,0
"1814","TCGA-85-8277_6_36754184_37415076","COX6A1P2",0.42,0.08,0.54,0.5,0.08,0.08,0.33,0.54,0.12,0.54,3.23,0
"1815","TCGA-85-8277_6_36754184_37415076","PIM1",0.92,1,0.54,1,0.67,0.75,0.75,0.54,0.83,0.54,7.54,1
"1816","TCGA-85-8277_6_36754184_37415076","TMEM217",0.33,0.46,0.54,0.5,0.33,0.17,0.5,0.54,0.12,0.54,4.03,0
"1817","TCGA-85-8277_6_36754184_37415076","TBC1D22B",0.58,0.25,0.54,0.5,0.5,0.42,0.83,0.54,0.58,0.54,5.28,0
"1818","TCGA-85-8277_6_36754184_37415076","RNF8",0.83,0.92,0.54,0.5,0.83,0.92,1,0.54,0.67,0.54,7.29,0
"1819","TCGA-85-8277_6_36754184_37415076","CMTR1",0.5,0.46,0.54,0.5,1,0.83,0.25,0.54,0.25,0.54,5.41,0
"1820","TCGA-DY-A0XA_12_150442_908510","IQSEC3",0.25,0.31,0.56,0.5,0.62,0.56,0.25,0.56,0.62,0.56,4.79,0
"1821","TCGA-DY-A0XA_12_150442_908510","SLC6A12",0.12,0.5,0.56,0.5,0.38,0.56,0.12,0.56,0.25,0.56,4.11,0
"1822","TCGA-DY-A0XA_12_150442_908510","SLC6A13",0.38,0.31,0.56,0.5,0.12,0.12,0.88,0.56,0.5,0.56,4.49,0
"1823","TCGA-DY-A0XA_12_150442_908510","KDM5A",0.75,1,0.56,0.5,0.88,0.88,0.62,0.56,0.88,0.56,7.19,1
"1824","TCGA-DY-A0XA_12_150442_908510","CCDC77",0.62,0.12,0.56,0.5,0.25,0.38,1,0.56,0.25,0.56,4.8,0
"1825","TCGA-DY-A0XA_12_150442_908510","B4GALNT3",0.88,0.75,0.56,0.5,0.75,0.25,0.5,0.56,0.25,0.56,5.56,0
"1826","TCGA-DY-A0XA_12_150442_908510","NINJ2",0.5,0.62,0.56,0.5,0.5,0.75,0.38,0.56,1,0.56,5.93,0
"1827","TCGA-DY-A0XA_12_150442_908510","WNK1",1,0.88,0.56,1,1,1,0.75,0.56,0.75,0.56,8.06,0
"1828","TCGA-IQ-A6SG_18_23416824_24830011","SS18",1,0.83,0.58,0.58,0.17,1,0.83,0.58,0.33,0.58,6.48,1
"1829","TCGA-IQ-A6SG_18_23416824_24830011","PSMA8",0.17,0.33,0.58,0.58,1,0.67,0.17,0.58,1,0.58,5.66,0
"1830","TCGA-IQ-A6SG_18_23416824_24830011","TAF4B",0.67,0.67,0.58,0.58,0.67,0.83,1,0.58,0.5,0.58,6.66,0
"1831","TCGA-IQ-A6SG_18_23416824_24830011","KCTD1",0.83,0.33,0.58,0.58,0.83,0.5,0.67,0.58,0.67,0.58,6.15,0
"1832","TCGA-IQ-A6SG_18_23416824_24830011","AQP4",0.33,1,0.58,0.58,0.33,0.33,0.33,0.58,0.17,0.58,4.81,0
"1833","TCGA-IQ-A6SG_18_23416824_24830011","CHST9",0.5,0.33,0.58,0.58,0.5,0.17,0.5,0.58,0.83,0.58,5.15,0
"1834","TCGA-BR-A4PD_7_85469299_86920509","GRM3",0.25,0.75,0.5,0.62,0.5,0.5,0.25,0.62,0.75,0.62,5.36,1
"1835","TCGA-BR-A4PD_7_85469299_86920509","KIAA1324L",0.5,0.25,0.5,0.62,0.25,0.25,0.5,0.62,0.38,0.62,4.49,0
"1836","TCGA-BR-A4PD_7_85469299_86920509","DMTF1",0.75,1,1,0.62,0.75,1,0.75,0.62,1,0.62,8.11,0
"1837","TCGA-BR-A4PD_7_85469299_86920509","TMEM243",1,0.5,0.5,0.62,1,0.75,1,0.62,0.38,0.62,6.99,0
"1838","TCGA-HU-8604-a_9_15187984_15498495","TTC39B",0.33,0.67,0.67,0.67,0.67,0.33,0.67,0.67,0.5,0.5,5.68,0
"1839","TCGA-HU-8604-a_9_15187984_15498495","SNAPC3",1,0.33,0.67,0.67,1,1,1,0.67,0.5,0.5,7.34,0
"1840","TCGA-HU-8604-a_9_15187984_15498495","PSIP1",0.67,1,0.67,0.67,0.33,0.67,0.33,0.67,1,1,7.01,1
"1841","TCGA-ER-A19T-b_11_100977962_101604213","PGR",0.5,1,1,0.75,0.5,0.5,0.5,0.75,1,0.75,7.25,1
"1842","TCGA-ER-A19T-b_11_100977962_101604213","TRPC6",1,0.5,0.5,0.75,1,1,1,0.75,0.5,0.75,7.75,0
"1843","TCGA-C5-A8YQ_2_60233944_60966269","BCL11A",1,1,1,1,1,1,1,1,1,1,10,1
"1844","TCGA-C8-A12M_13_26699690_27037304","RNF6",1,0.5,0.75,0.5,1,0.5,1,0.75,1,0.75,7.75,0
"1845","TCGA-C8-A12M_13_26699690_27037304","CDK8",0.5,1,0.75,1,0.5,1,0.5,0.75,0.5,0.75,7.25,1
"1846","TCGA-DX-A3U5_6_134434008_135175697","SGK1",1,1,1,1,1,1,1,1,1,1,10,1
"1847","TCGA-C8-A1HI_15_50101217_51228002","ATP8B4",0.11,0.44,0.56,0.5,0.11,0.11,0.11,0.56,0.33,0.56,3.39,0
"1848","TCGA-C8-A1HI_15_50101217_51228002","SLC27A2",0.67,0.56,0.56,0.5,0.67,0.44,1,0.56,0.67,0.56,6.19,0
"1849","TCGA-C8-A1HI_15_50101217_51228002","HDC",0.22,1,0.56,0.5,0.22,0.33,0.22,0.56,0.17,0.56,4.34,0
"1850","TCGA-C8-A1HI_15_50101217_51228002","GABPB1",0.78,0.67,0.56,0.5,0.78,0.78,0.67,0.56,0.17,0.56,6.03,0
"1851","TCGA-C8-A1HI_15_50101217_51228002","USP8",0.89,0.78,0.56,0.5,1,0.89,0.56,0.56,0.89,0.56,7.19,1
"1852","TCGA-C8-A1HI_15_50101217_51228002","USP50",0.33,0.17,0.56,0.5,0.56,0.67,0.89,0.56,0.78,0.56,5.58,0
"1853","TCGA-C8-A1HI_15_50101217_51228002","TRPM7",0.56,0.89,0.56,1,0.89,1,0.33,0.56,0.44,0.56,6.79,0
"1854","TCGA-C8-A1HI_15_50101217_51228002","SPPL2A",1,0.33,0.56,0.5,0.33,0.56,0.78,0.56,1,0.56,6.18,0
"1855","TCGA-C8-A1HI_15_50101217_51228002","AP4E1",0.44,0.17,0.56,0.5,0.44,0.22,0.44,0.56,0.56,0.56,4.45,0
"1856","TCGA-RD-A7C1_18_19270939_20106837","ABHD3",0.8,0.4,0.5,0.6,0.6,0.6,0.4,0.6,0.3,0.6,5.4,0
"1857","TCGA-RD-A7C1_18_19270939_20106837","MIB1",0.4,1,0.5,0.6,1,1,0.2,0.6,1,0.6,6.9,0
"1858","TCGA-RD-A7C1_18_19270939_20106837","RP11-595B24.2",0.6,0.2,0.5,0.6,0.2,0.2,1,0.6,0.3,0.6,4.8,0
"1859","TCGA-RD-A7C1_18_19270939_20106837","GATA6",1,0.8,1,0.6,0.4,0.8,0.6,0.6,0.6,0.6,7,1
"1860","TCGA-RD-A7C1_18_19270939_20106837","CTAGE1",0.2,0.6,0.5,0.6,0.8,0.4,0.8,0.6,0.8,0.6,5.9,0
"1861","TCGA-CR-7404_19_44830113_45352391","ZNF112",0.38,0.19,0.88,0.54,0.23,0.38,0.46,0.54,0.62,0.54,4.76,0
"1862","TCGA-CR-7404_19_44830113_45352391","CTC-512J12.6",0.08,0.19,0.38,0.54,0.08,0.08,0.23,0.54,0.19,0.54,2.85,0
"1863","TCGA-CR-7404_19_44830113_45352391","ZNF285",0.31,0.19,0.88,0.54,1,1,0.31,0.54,0.19,0.54,5.5,0
"1864","TCGA-CR-7404_19_44830113_45352391","ZNF229",0.15,0.46,0.88,0.54,0.69,0.23,0.08,0.54,0.62,0.54,4.73,0
"1865","TCGA-CR-7404_19_44830113_45352391","ZNF180",0.62,0.46,0.88,0.54,0.54,0.62,0.77,0.54,0.62,0.54,6.13,0
"1866","TCGA-CR-7404_19_44830113_45352391","IGSF23",0.23,0.46,0.38,0.54,0.77,0.69,0.92,0.54,0.85,0.54,5.92,0
"1867","TCGA-CR-7404_19_44830113_45352391","PVR",0.92,1,0.38,0.54,0.62,0.46,0.69,0.54,0.77,0.54,6.46,0
"1868","TCGA-CR-7404_19_44830113_45352391","CEACAM19",0.69,0.62,0.38,0.54,0.31,0.54,0.62,0.54,0.19,0.54,4.97,0
"1869","TCGA-CR-7404_19_44830113_45352391","CEACAM16",0.46,0.19,0.38,0.54,0.85,0.85,1,0.54,0.38,0.54,5.73,0
"1870","TCGA-CR-7404_19_44830113_45352391","BCL3",0.85,0.92,0.38,0.54,0.38,0.77,0.38,0.54,0.46,0.54,5.76,1
"1871","TCGA-CR-7404_19_44830113_45352391","CBLC",1,0.77,0.38,0.54,0.92,0.92,0.85,0.54,0.92,0.54,7.38,0
"1872","TCGA-CR-7404_19_44830113_45352391","BCAM",0.77,0.85,0.38,0.54,0.46,0.31,0.54,0.54,1,0.54,5.93,0
"1873","TCGA-CR-7404_19_44830113_45352391","PVRL2",0.54,0.69,0.38,0.54,0.15,0.15,0.15,0.54,0.19,0.54,3.87,0
"1874","TCGA-FD-A3B3_12_48120010_48428395","RAPGEF3",0.5,0.67,0.5,0.58,0.33,0.33,0.67,0.58,0.83,0.58,5.57,0
"1875","TCGA-FD-A3B3_12_48120010_48428395","SLC48A1",0.67,0.5,0.5,0.58,1,0.67,0.33,0.58,0.33,0.58,5.74,0
"1876","TCGA-FD-A3B3_12_48120010_48428395","HDAC7",0.83,0.83,0.5,0.58,0.83,1,0.5,0.58,0.67,0.58,6.9,1
"1877","TCGA-FD-A3B3_12_48120010_48428395","VDR",0.33,1,1,0.58,0.67,0.5,1,0.58,1,0.58,7.24,0
"1878","TCGA-FD-A3B3_12_48120010_48428395","TMEM106C",1,0.33,0.5,0.58,0.5,0.83,0.83,0.58,0.33,0.58,6.06,0
"1879","TCGA-FD-A3B3_12_48120010_48428395","RP1-228P16.5",0.17,0.17,0.5,0.58,0.17,0.17,0.17,0.58,0.33,0.58,3.42,0
"1880","TCGA-CF-A9FH_9_19474460_21329288","SLC24A2",0.38,0.77,0.54,0.54,0.23,0.85,0.38,0.54,0.08,0.5,4.81,0
"1881","TCGA-CF-A9FH_9_19474460_21329288","MLLT3",1,0.92,0.54,0.54,0.69,1,0.54,0.54,0.23,1,7,1
"1882","TCGA-CF-A9FH_9_19474460_21329288","FOCAD",0.92,0.85,0.54,0.54,0.54,0.92,0.46,0.54,0.15,0.5,5.96,0
"1883","TCGA-CF-A9FH_9_19474460_21329288","IFNB1",0.85,1,0.54,0.54,0.08,0.08,1,0.54,1,0.5,6.13,0
"1884","TCGA-CF-A9FH_9_19474460_21329288","IFNW1",0.77,0.58,0.54,0.54,0.62,0.54,0.92,0.54,0.62,0.5,6.17,0
"1885","TCGA-CF-A9FH_9_19474460_21329288","IFNA21",0.65,0.31,0.54,0.54,1,0.77,0.77,0.54,0.62,0.5,6.24,0
"1886","TCGA-CF-A9FH_9_19474460_21329288","IFNA4",0.19,0.46,0.54,0.54,0.85,0.46,0.23,0.54,0.62,0.5,4.93,0
"1887","TCGA-CF-A9FH_9_19474460_21329288","IFNA7",0.54,0.31,0.54,0.54,0.92,0.38,0.62,0.54,0.62,0.5,5.51,0
"1888","TCGA-CF-A9FH_9_19474460_21329288","IFNA10",0.46,0.12,0.54,0.54,0.15,0.23,0.69,0.54,0.62,0.5,4.39,0
"1889","TCGA-CF-A9FH_9_19474460_21329288","IFNA16",0.19,0.12,0.54,0.54,0.31,0.15,0.23,0.54,0.62,0.5,3.74,0
"1890","TCGA-CF-A9FH_9_19474460_21329288","IFNA17",0.19,0.69,0.54,0.54,0.77,0.69,0.23,0.54,0.62,0.5,5.31,0
"1891","TCGA-CF-A9FH_9_19474460_21329288","IFNA14",0.65,0.31,0.54,0.54,0.38,0.31,0.85,0.54,0.62,0.5,5.24,0
"1892","TCGA-CF-A9FH_9_19474460_21329288","IFNA5",0.19,0.58,0.54,0.54,0.46,0.62,0.08,0.54,0.62,0.5,4.67,0
"1893","TCGA-CG-4444_8_70825984_72635024","PRDM14",0.29,0.86,0.93,0.57,1,0.86,0.86,0.57,0.86,0.57,7.37,0
"1894","TCGA-CG-4444_8_70825984_72635024","NCOA2",0.71,1,0.93,0.57,0.71,1,0.43,0.57,0.71,0.57,7.2,1
"1895","TCGA-CG-4444_8_70825984_72635024","TRAM1",1,0.57,0.43,0.57,0.43,0.43,0.71,0.57,0.43,0.57,5.71,0
"1896","TCGA-CG-4444_8_70825984_72635024","LACTB2",0.86,0.36,0.43,0.57,0.57,0.29,1,0.57,0.21,0.57,5.43,0
"1897","TCGA-CG-4444_8_70825984_72635024","XKR9",0.57,0.36,0.43,0.57,0.86,0.71,0.57,0.57,0.57,0.57,5.78,0
"1898","TCGA-CG-4444_8_70825984_72635024","EYA1",0.43,0.71,0.43,0.57,0.29,0.57,0.29,0.57,1,0.57,5.43,0
"1899","TCGA-CG-4444_8_70825984_72635024","RP11-1102P16.1",0.14,0.14,0.43,0.57,0.14,0.14,0.14,0.57,0.21,0.57,3.05,0
"1900","TCGA-UF-A7JA_13_73211838_74577547","MZT1",0.8,0.2,0.4,0.6,1,0.8,0.8,0.6,1,0.6,6.8,0
"1901","TCGA-UF-A7JA_13_73211838_74577547","BORA",0.4,0.6,0.4,0.6,0.8,0.6,0.6,0.6,0.4,0.6,5.6,0
