gene	pubmed_invasion	pubmed_cancer	pubmed_growth	pubmed_migration	pubmed_prolifiration
KCNE1	0	9	1	0	12
KCNE1L	0	0	0	0	1
KCNE2	1	8	1	1	3
KCNE3	1	6	0	0	1
KCNE4	0	7	1	1	0
KCNF1	0	1	0	0	0
KCNG1	0	2	0	0	0
KCNG2	0	1	0	0	0
KCNG3	0	3	0	0	1
KCNG4	0	0	0	0	0
KCNH1	0	18	1	3	13
KCNH2	0	27	0	2	6
KCNH3	0	2	0	0	1
KCNH4	0	2	0	0	2
KCNH5	0	6	0	0	1
KCNH6	0	1	0	0	1
KCNH7	0	0	0	1	0
KCNH8	0	6	0	0	0
KCNIP1	0	2	0	0	0
KCNIP2	0	3	0	0	0
KCNIP3	0	3	0	0	0
KCNIP4	0	7	1	0	0
KCNJ1	0	5	1	0	3
KCNJ10	0	4	0	1	4
KCNJ11	1	9	0	0	6
KCNJ12	0	7	0	0	0
KCNJ13	0	1	0	0	0
KCNJ14	0	2	0	0	0
KCNJ15	1	7	0	3	4
KCNJ16	1	6	1	1	2
KCNJ2	0	12	2	1	3
KCNJ3	0	8	0	0	2
KCNJ4	0	5	0	0	2
KCNJ5	0	9	2	0	22
KCNJ6	0	6	0	1	0
KCNJ8	0	1	0	0	0
KCNJ9	0	0	0	0	1
KCNK1	0	6	1	1	0
KCNK10	0	1	0	0	1
KCNK12	0	6	0	0	0
KCNK13	0	0	0	0	0
KCNK15	0	12	1	1	2
KCNK16	0	2	0	0	0
KCNK17	0	4	0	0	0
KCNK18	0	1	0	0	0
KCNK2	0	9	0	0	2
KCNK3	0	8	0	1	8
KCNK4	0	2	0	0	0
KCNK5	0	9	0	0	3
KCNK6	0	3	0	1	1
KCNK7	0	1	0	0	0
KCNK9	1	17	0	1	4
KCNMA1	0	32	0	5	6
KCNMB1	0	2	0	0	1
KCNMB2	1	9	0	1	4
KCNMB3	0	1	0	0	0
KCNMB4	0	0	0	1	0
KCNN1	0	1	0	0	1
KCNN2	0	3	0	0	1
KCNN3	0	8	0	2	2
KCNN4	1	40	1	4	19
KCNQ1	5	79	5	7	41
KCNQ2	0	6	2	0	4
KCNQ3	0	2	1	1	2
KCNQ4	0	7	0	1	3
KCNQ5	0	11	0	0	3
KCNRG	0	2	1	0	0
KCNS1	0	4	0	0	0
KCNS2	0	0	0	0	0
KCNS3	0	0	0	0	0
KCNT1	0	3	0	0	0
KCNT2	0	3	0	0	1
KCNU1	0	1	0	0	0
KCNV1	0	1	0	0	0
KCNV2	0	3	0	1	0
KCTD1	0	1	0	0	2
KCTD10	0	4	1	2	8
KCTD11	0	8	3	1	3
KCTD12	0	11	2	0	4
KCTD13	0	1	0	1	0
KCTD14	0	0	0	0	0
KCTD15	0	9	0	0	1
KCTD16	0	4	1	0	0
KCTD17	0	2	0	0	1
KCTD18	0	0	0	0	1
KCTD19	0	1	0	0	0
KCTD2	0	2	0	0	0
KCTD20	0	2	0	0	1
KCTD21	0	2	0	0	1
KCTD3	0	1	0	0	0
KCTD4	1	1	0	0	0
KCTD5	0	4	0	2	0
KCTD6	0	1	0	0	0
KCTD7	0	3	0	0	0
KCTD8	0	2	0	0	1
KCTD9	0	1	0	0	1
KDELC1	0	5	0	0	0
KDELC2	0	4	0	0	0
KDELR1	0	4	1	0	1
KDELR2	0	8	0	1	6
KDELR3	0	9	0	0	0
KDM1A	4	167	14	11	22
KDM1B	0	14	2	0	6
KDM2A	3	48	6	1	25
KDM2B	0	46	4	6	22
KDM3A	4	78	8	7	15
KDM3B	1	14	1	2	9
KDM4A	0	83	9	5	19
KDM4B	2	69	11	4	14
KDM4C	0	52	6	5	12
KDM4D	0	23	1	1	7
KDM4E	0	4	0	0	0
KDM5A	0	88	6	0	20
KDM5B	2	115	8	7	34
KDM5C	2	82	7	3	14
KDM5D	0	20	0	0	3
KDM6A	0	209	3	10	21
KDM6B	2	74	8	5	22
KDM8	0	10	1	1	5
KDR	8	685	136	92	289
KDSR	0	3	0	0	1
KEAP1	10	1073	61	24	157
KEL	0	25	0	0	2
KERA	1	0	1	1	3
KHDC1	0	1	0	0	0
KHDC1L	0	0	0	0	0
KHDC3L	0	1	1	0	0
KHDRBS1	0	12	0	0	4
KHDRBS2	0	8	0	0	2
KHDRBS3	0	14	0	0	3
KHK	0	14	2	2	6
KHNYN	0	0	0	0	0
KHSRP	2	28	3	3	12
KIAA0020	0	0	0	0	0
KIAA0040	0	2	0	1	0
KIAA0087	0	2	0	0	0
KIAA0100	0	3	0	1	2
KIAA0101	2	65	7	2	28
KIAA0125	0	7	0	2	1
KIAA0141	0	0	0	0	0
KIAA0195	0	1	0	0	0
KIAA0196	0	5	0	0	0
KIAA0226	0	1	0	0	0
KIAA0226L	0	0	0	0	1
KIAA0232	0	0	0	0	0
KIAA0247	0	3	0	1	1
KIAA0319	0	1	0	1	0
KIAA0319L	0	1	0	0	0
KIAA0355	0	0	0	0	0
KIAA0368	0	1	0	0	0
KIAA0391	0	0	0	0	0
KIAA0408	0	2	0	0	0
KIAA0430	0	1	0	0	0
KIAA0513	0	3	0	0	1
KIAA0556	0	1	0	0	0
KIAA0586	0	1	0	1	0
KIAA0753	0	2	0	0	0
KIAA0754	0	0	0	0	0
KIAA0825	0	0	0	0	0
KIAA0895	0	1	0	0	1
KIAA0895L	0	0	0	0	0
KIAA0907	0	4	1	1	3
KIAA0922	0	3	0	0	0
KIAA0930	0	2	0	0	0
KIAA0947	0	0	0	0	0
KIAA1009	0	0	0	0	0
KIAA1024	0	2	1	0	0
KIAA1024L	0	0	0	0	0
KIAA1033	0	1	0	0	0
KIAA1045	0	0	0	0	0
KIAA1107	0	0	0	0	0
KIAA1109	0	5	0	2	0
KIAA1143	0	0	0	0	1
KIAA1147	0	2	0	0	0
KIAA1161	0	0	0	0	0
KIAA1191	0	0	0	0	0
KIAA1199	2	64	8	31	16
KIAA1210	0	2	0	0	0
KIAA1211	0	4	0	0	2
KIAA1211L	0	0	0	0	0
KIAA1217	0	6	2	1	0
KIAA1239	0	1	0	0	0
KIAA1244	0	4	1	0	1
KIAA1257	0	0	0	0	0
KIAA1279	0	0	0	0	0
KIAA1324	0	12	0	0	0
KIAA1324L	0	0	0	0	0
KIAA1328	0	0	0	0	0
KIAA1377	0	1	0	0	0
KIAA1407	0	0	0	0	0
KIAA1429	1	74	0	4	12
KIAA1430	0	0	0	0	0
KIAA1432	0	3	0	0	1
KIAA1456	0	6	3	0	3
KIAA1462	0	0	0	0	0
KIAA1467	0	0	0	0	0
KIAA1468	0	3	0	0	0
KIAA1522	1	13	1	2	5
KIAA1524	0	9	1	0	1
KIAA1549	0	27	4	0	4
KIAA1549L	0	1	0	0	0
KIAA1551	0	1	0	0	0
KIAA1586	0	0	0	0	0
KIAA1598	0	4	0	0	0
KIAA1614	0	0	0	0	0
KIAA1644	0	2	0	0	0
KIAA1658	0	0	0	0	0
KIAA1671	0	1	0	0	0
KIAA1683	0	0	0	0	0
KIAA1715	0	0	0	0	0
KIAA1731	0	0	0	0	0
KIAA1737	0	0	0	0	0
KIAA1755	0	3	0	0	0
KIAA1841	0	0	0	0	0
KIAA1875	0	0	0	0	0
KIAA1919	0	0	0	0	0
KIAA1958	0	0	0	0	0
KIAA1984	0	0	0	0	0
KIAA2013	0	1	0	0	0
KIAA2018	0	3	0	0	0
KIAA2022	0	3	0	0	0
KIAA2026	0	0	0	0	0
KIDINS220	2	8	2	2	4
KIF11	3	146	11	7	31
KIF12	0	4	0	0	0
KIF13A	1	8	0	1	0
KIF13B	0	9	0	2	2
KIF14	2	71	2	5	19
KIF15	1	58	7	1	26
KIF16B	0	5	0	1	0
KIF17	1	8	0	0	0
KIF18A	2	49	3	3	13
KIF18B	0	38	0	3	17
KIF19	1	2	0	0	0
KIF1A	0	27	4	2	3
KIF1B	2	23	1	1	6
KIF1C	1	3	1	6	1
KIF20A	4	137	7	8	38
KIF20B	0	10	0	3	5
KIF21A	0	4	0	3	0
KIF21B	0	10	1	4	5
KIF22	1	15	1	0	7
KIF23	3	72	4	5	28
KIF24	0	6	1	0	1
KIF25	0	3	1	0	1
KIF26A	1	5	3	2	1
KIF26B	2	22	0	5	12
KIF27	0	9	0	0	2
KIF2A	4	44	1	10	23
KIF2B	0	5	0	0	0
KIF2C	3	97	2	10	22
KIF3A	2	27	2	10	28
KIF3B	0	19	1	6	5
KIF3C	0	8	1	0	6
KIF4A	3	85	8	7	32
KIF4B	1	2	0	0	0
KIF5A	0	9	1	0	2
KIF5B	3	145	4	6	11
KIF5C	0	6	0	2	2
KIF6	0	0	1	0	0
KIF7	0	18	2	1	7
KIF9	1	5	2	1	0
KIFAP3	0	5	0	0	0
KIFC1	2	66	3	3	20
KIFC2	0	1	0	0	0
KIFC3	2	10	1	1	3
KIN	2	436	13	5	14
KIR2DL1	0	20	0	0	4
KIR2DL3	0	12	0	0	1
KIR2DL4	1	17	2	0	3
KIR3DL1	0	26	0	0	3
KIR3DL2	0	12	0	0	3
KIR3DL3	0	6	0	1	0
KIR3DX1	0	0	0	0	0
KIRREL	0	8	0	0	2
KIRREL2	0	1	0	0	0
KIRREL3	0	1	0	1	1
KISS1	31	166	11	28	35
KISS1R	6	0	3	9	7
KIT	660	8818	1826	1848	7103
KITLG	1	0	4	6	9
KL	2	0	46	6	62
KLB	0	0	1	0	6
KLC1	0	0	0	1	2
KLC2	1	0	0	1	1
KLC3	0	0	0	1	0
KLC4	0	0	0	0	0
KLF1	0	15	2	2	15
KLF10	1	41	12	1	28
KLF11	1	29	13	2	14
KLF12	1	48	6	11	25
KLF13	1	15	2	4	11
KLF14	1	17	3	1	6
KLF15	1	22	6	1	21
KLF16	1	16	8	5	9
KLF17	9	32	3	6	8
KLF2	4	132	27	33	86
KLF3	2	27	1	3	19
KLF4	22	927	104	95	353
KLF5	5	318	53	22	174
KLF6	2	201	22	20	101
KLF7	0	34	6	4	21
KLF8	10	73	7	11	23
KLF9	5	73	6	8	42
KLHDC1	0	2	0	0	0
KLHDC10	0	1	0	0	0
KLHDC2	0	1	0	0	1
KLHDC3	0	2	0	0	0
KLHDC4	0	2	0	1	1
KLHDC7A	0	0	0	0	0
KLHDC7B	0	15	0	2	3
KLHDC8A	0	1	0	0	1
KLHDC8B	0	5	0	0	0
KLHDC9	0	2	0	0	0
KLHL1	0	0	0	0	0
KLHL10	0	0	0	0	2
KLHL11	0	6	0	0	1
KLHL12	0	0	0	0	0
KLHL13	0	3	0	0	0
KLHL14	0	7	0	1	2
KLHL15	0	4	0	0	1
KLHL17	0	2	0	0	0
KLHL18	0	2	0	0	1
KLHL2	0	1	0	0	2
KLHL20	0	9	1	1	0
KLHL21	1	2	0	2	2
KLHL22	1	5	3	0	2
KLHL23	0	5	0	2	2
KLHL24	0	5	0	0	1
KLHL25	0	4	0	0	1
KLHL26	0	0	0	0	0
KLHL28	0	0	0	0	0
KLHL29	0	1	0	0	1
KLHL3	0	4	0	0	1
KLHL30	0	3	0	0	0
KLHL31	0	0	0	0	0
KLHL32	0	2	0	0	0
KLHL33	0	2	0	0	0
KLHL34	0	2	0	0	0
KLHL35	0	5	0	0	0
KLHL36	0	1	0	0	0
KLHL38	0	3	0	0	2
KLHL4	0	6	0	0	1
KLHL40	0	0	0	0	0
KLHL41	0	1	0	0	0
KLHL42	0	2	0	0	0
KLHL5	0	5	0	0	0
KLHL6	0	6	0	0	2
KLHL7	0	5	0	0	0
KLHL8	0	1	0	0	0
KLHL9	0	5	1	0	2
KLK1	2	47	2	4	8
KLK10	2	99	10	3	10
KLK11	1	52	3	2	4
KLK12	0	22	0	4	4
KLK13	3	36	0	2	3
KLK14	0	47	1	1	5
KLK15	1	32	1	0	0
KLK2	0	158	9	3	16
KLK3	5	268	13	3	24
KLK4	3	109	4	7	18
KLK5	3	89	1	2	5
KLK6	6	135	7	5	15
KLK7	4	84	0	3	9
KLK8	1	44	1	1	8
KLK9	0	10	0	0	0
KLKB1	0	18	2	0	1
KLLN	0	24	3	0	4
KLRB1	0	30	0	1	1
KLRC1	0	16	0	1	3
KLRC2	0	4	0	0	1
KLRC3	0	6	0	0	2
KLRC4	0	5	0	0	0
KLRC4-KLRK1	0	1	0	0	0
KLRD1	0	5	1	0	2
KLRF1	0	4	0	0	0
KLRF2	0	0	0	0	0
KLRG1	0	65	0	4	20
KLRG2	0	1	0	0	0
KLRK1	0	24	1	0	3
KM-PA-2	0	0	0	0	0
KMO	0	55	1	2	4
KMT2A	1	105	9	5	24
KMT2B	0	29	2	3	5
KMT2C	2	168	6	2	8
KMT2D	2	248	7	6	25
KMT2E	0	4	1	0	0
KNCN	0	0	0	0	0
KNDC1	0	1	0	0	2
KNG1	0	26	0	2	5
KNOP1	0	3	0	0	0
KNSTRN	0	5	1	0	0
KNTC1	0	19	3	1	7
KPNA1	0	7	1	0	2
KPNA2	5	133	15	19	42
KPNA3	0	5	1	1	2
KPNA4	1	19	3	3	11
KPNA5	0	4	0	0	1
KPNA6	0	1	0	0	0
KPNA7	0	7	3	1	1
KPNB1	1	31	4	1	10
KPRP	0	3	0	0	1
KPTN	0	1	2	0	0
KRAS	97	12946	391	229	772
KRBA1	0	0	0	0	0
KRBA2	0	1	0	0	0
KRBOX1	0	1	0	0	0
KRBOX4	0	0	0	0	0
KRCC1	0	1	0	0	0
KREMEN1	0	10	1	1	2
KREMEN2	0	8	2	1	0
KRI1	0	0	0	0	0
KRIT1	0	12	1	2	3
KRR1	0	3	1	0	0
KRT1	1	25	2	1	12
KRT10	0	16	0	0	2
KRT12	0	0	0	2	2
KRT13	1	29	1	2	4
KRT14	1	84	2	7	30
KRT15	0	29	2	2	1
KRT16	0	32	1	3	4
KRT17	1	69	7	8	16
KRT18	4	72	4	5	18
KRT19	1	143	3	11	21
KRT2	0	3	0	1	0
KRT20	0	55	1	2	8
KRT222	0	4	0	0	0
KRT23	0	27	2	1	5
KRT24	0	2	0	0	0
KRT25	0	2	0	0	0
KRT26	0	0	0	0	0
KRT27	0	2	0	0	0
KRT28	0	2	0	0	0
KRT3	0	1	0	0	1
KRT31	0	1	0	0	1
KRT32	0	1	0	0	0
KRT33A	0	0	0	0	0
KRT33B	0	1	0	0	0
KRT34	0	2	0	0	0
KRT35	0	1	0	0	0
KRT36	0	2	0	0	1
KRT37	0	0	0	0	0
KRT38	0	2	0	0	0
KRT39	0	1	0	0	0
KRT4	0	19	0	2	1
KRT40	0	1	0	0	0
KRT5	1	98	1	6	19
KRT6A	1	42	1	5	7
KRT6B	0	16	4	3	2
KRT6C	0	13	0	0	3
KRT7	1	52	4	4	8
KRT71	0	2	0	0	0
KRT72	0	0	0	0	0
KRT73	0	0	0	0	0
KRT74	0	0	0	0	0
KRT75	0	3	0	0	0
KRT76	0	3	0	0	0
KRT77	0	0	0	0	1
KRT78	0	6	0	0	1
KRT79	0	2	0	1	0
KRT8	3	76	6	11	9
KRT80	2	19	2	3	3
KRT81	0	18	1	2	0
KRT82	0	2	0	0	0
KRT83	0	1	0	0	0
KRT84	0	2	0	0	1
KRT85	0	4	0	0	0
KRT86	0	1	0	0	0
KRT9	0	2	0	0	1
KRTAP1-1	0	0	0	0	0
KRTAP1-3	0	0	0	0	0
KRTAP1-4	0	0	0	0	0
KRTAP1-5	0	0	0	0	0
KRTAP10-1	0	1	0	0	0
KRTAP10-10	0	0	0	0	0
KRTAP10-11	0	0	0	0	0
KRTAP10-12	0	0	0	0	0
KRTAP10-2	0	0	0	0	0
KRTAP10-3	0	0	0	0	0
KRTAP10-4	0	0	0	0	0
KRTAP10-5	0	0	0	0	0
KRTAP10-6	0	1	0	0	0
KRTAP10-7	0	0	0	0	0
KRTAP10-8	0	0	0	0	0
KRTAP10-9	0	0	0	0	0
KRTAP11-1	0	0	0	0	1
KRTAP12-1	0	0	0	0	0
KRTAP12-2	0	0	0	0	0
KRTAP12-3	0	1	0	0	0
KRTAP12-4	0	0	0	0	0
KRTAP13-1	0	0	0	0	0
KRTAP13-2	0	0	0	0	0
KRTAP13-3	0	0	0	0	0
KRTAP13-4	0	0	0	0	0
KRTAP15-1	0	0	0	0	0
KRTAP16-1	0	0	0	0	0
KRTAP17-1	0	0	0	0	0
KRTAP19-1	0	1	0	0	0
KRTAP19-2	0	0	0	0	0
KRTAP19-3	0	0	0	0	0
KRTAP19-4	0	0	0	0	0
KRTAP19-5	0	0	0	0	0
KRTAP19-6	0	0	0	0	0
KRTAP19-7	0	0	0	0	0
KRTAP19-8	0	0	0	0	0
KRTAP2-1	0	2	0	0	0
KRTAP2-2	0	0	0	0	0
KRTAP2-3	0	1	0	1	1
KRTAP2-4	0	0	1	0	1
KRTAP20-1	0	0	0	0	0
KRTAP20-2	0	0	0	0	0
KRTAP20-3	0	0	0	0	0
KRTAP20-4	0	0	0	0	0
KRTAP21-1	0	0	0	0	0
KRTAP21-2	0	0	0	0	0
KRTAP21-3	0	0	0	0	0
KRTAP22-1	0	0	0	0	0
KRTAP22-2	0	0	0	0	0
KRTAP23-1	0	0	0	0	0
KRTAP24-1	0	0	0	0	0
KRTAP25-1	0	0	0	0	0
KRTAP26-1	0	0	0	0	0
KRTAP27-1	0	1	0	0	0
KRTAP29-1	0	0	0	0	0
KRTAP3-1	0	0	0	0	0
KRTAP3-2	0	0	0	0	0
KRTAP3-3	0	0	0	0	0
KRTAP4-1	0	0	0	0	0
KRTAP4-11	0	0	0	0	0
KRTAP4-12	0	0	0	0	0
KRTAP4-16P	0	0	0	0	0
KRTAP4-2	0	0	0	0	0
KRTAP4-3	0	0	0	0	0
KRTAP4-4	0	0	0	0	0
KRTAP4-5	1	1	1	0	0
KRTAP4-6	0	0	0	0	0
KRTAP4-7	0	0	0	0	0
KRTAP4-8	0	0	0	0	0
KRTAP4-9	0	0	0	0	0
KRTAP5-1	0	0	0	0	0
KRTAP5-10	0	0	0	0	0
KRTAP5-11	0	0	0	0	0
KRTAP5-2	0	1	0	1	0
KRTAP5-3	0	0	0	0	0
KRTAP5-4	0	1	0	0	0
KRTAP5-5	0	2	0	0	0
KRTAP5-6	0	0	0	0	0
KRTAP5-7	0	1	0	0	1
KRTAP5-8	0	0	0	0	0
KRTAP5-9	0	0	0	0	0
KRTAP6-1	0	0	0	0	0
KRTAP6-2	0	0	0	0	0
KRTAP6-3	0	0	0	0	0
KRTAP8-1	0	1	0	0	0
KRTAP9-1	0	0	0	0	0
KRTAP9-2	0	0	0	0	0
KRTAP9-3	0	0	0	0	0
KRTAP9-4	0	0	0	0	0
KRTAP9-6	0	0	0	0	0
KRTAP9-7	0	0	0	0	0
KRTAP9-8	0	0	0	0	0
KRTAP9-9	0	0	0	0	0
KRTCAP2	0	3	0	0	0
KRTCAP3	0	1	0	0	0
KRTDAP	0	6	0	0	0
KSR1	1	51	4	7	11
KSR2	0	15	2	0	4
KTI12	0	0	0	0	2
KTN1	1	19	7	4	11
KXD1	0	2	0	0	0
KY	0	64	5	1	5
KYNU	1	19	3	2	3
L1CAM	12	251	9	37	37
L1TD1	0	8	1	0	2
L2HGDH	0	10	0	2	0
L34079.2	0	1	0	0	0
L3HYPDH	0	0	0	0	0
L3MBTL1	0	9	0	0	0
L3MBTL2	0	2	0	0	0
L3MBTL3	0	3	0	0	0
L3MBTL4	0	2	0	0	1
L47234.1	0	0	0	0	0
LA16c-431H6.6	0	0	0	0	0
LACC1	0	0	0	0	0
LACE1	0	0	0	0	0
LACRT	0	0	0	0	0
LACTB	1	18	1	3	6
LACTB2	0	2	0	0	0
LACTBL1	0	0	0	0	0
LAD1	0	16	0	4	1
LAG3	3	395	3	11	26
LAGE3	0	10	0	3	3
LAIR1	1	13	1	3	3
LAIR2	1	7	0	1	1
LALBA	0	4	0	0	6
LAMA1	1	22	2	4	8
LAMA2	0	29	2	5	5
LAMA3	3	36	2	6	6
LAMA4	2	38	0	0	13
LAMA5	1	33	4	7	12
LAMB1	3	32	2	4	14
LAMB2	2	13	1	2	3
LAMB3	3	69	8	13	14
LAMB4	0	5	1	0	2
LAMC1	3	51	3	11	20
LAMC2	10	118	9	25	19
LAMC3	0	8	0	0	4
LAMP1	18	151	12	25	36
LAMP2	8	84	9	3	11
LAMP3	1	45	0	5	2
LAMP5	0	8	2	0	1
LAMTOR1	0	10	8	1	3
LAMTOR2	0	3	2	2	2
LAMTOR3	0	10	1	0	4
LAMTOR4	0	1	0	0	2
LAMTOR5	0	12	0	0	6
LANCL1	0	9	0	0	1
LANCL2	0	4	0	1	1
LANCL3	0	0	0	0	0
LAP3	1	14	2	3	5
LAPTM4A	0	4	0	0	0
LAPTM4B	2	104	9	6	27
LAPTM5	0	20	3	0	1
LARGE	690	118767	5651	1895	9469
LARP1	1	29	6	4	12
LARP1B	0	2	0	0	2
LARP4	0	14	1	6	11
LARP4B	0	6	1	0	1
LARP6	0	6	1	2	3
LARP7	0	17	4	1	2
LARS	0	333	1	0	3
LARS2	0	6	0	0	2
LAS1L	0	5	3	0	3
LASP1	12	109	12	44	59
LAT	4	212	23	17	66
LAT2	1	38	13	1	11
LATS1	17	355	76	36	216
LATS2	14	232	46	26	117
LAX1	1	3	2	1	2
LAYN	0	9	0	0	0
LBH	2	47	6	4	11
LBP	2	215	11	6	47
LBR	0	51	3	2	3
LBX1	0	4	0	5	3
LBX2	0	25	2	6	13
LCA10	0	0	0	0	0
LCA5	0	2	0	0	1
LCA5L	0	0	0	0	0
LCAT	0	29	1	1	5
LCE1A	0	0	0	0	0
LCE1B	0	1	0	0	0
LCE1C	0	1	1	0	0
LCE1D	0	0	0	0	0
LCE1E	0	0	0	0	0
LCE1F	0	1	0	0	0
LCE2A	0	0	0	0	0
LCE2B	0	1	0	0	0
LCE2C	0	1	0	0	0
LCE2D	0	1	0	0	0
LCE3A	0	0	0	0	0
LCE3B	0	0	0	0	0
LCE3C	0	1	0	0	0
LCE3D	0	4	0	0	1
LCE3E	0	1	0	0	0
LCE4A	0	1	0	0	0
LCE5A	0	1	0	0	0
LCE6A	0	1	0	0	0
LCK	8	263	59	32	161
LCLAT1	0	3	0	0	0
LCMT1	0	2	2	0	0
LCMT2	0	1	0	0	0
LCN1	0	9	1	1	1
LCN10	0	0	0	0	0
LCN12	0	1	0	0	0
LCN15	0	1	0	0	0
LCN2	9	215	17	50	56
LCN6	0	1	0	0	0
LCN8	0	0	0	0	1
LCN9	0	0	0	0	0
LCNL1	0	1	0	0	0
LCOR	0	25	0	0	4
LCORL	0	3	0	0	0
LCP1	2	27	1	12	5
LCP2	0	20	1	1	2
LCT	1	130	5	1	12
LCTL	0	3	0	1	0
LDB1	1	20	3	4	9
LDB2	0	7	1	3	3
LDB3	0	2	1	0	0
LDHA	20	646	114	55	197
LDHAL6A	0	0	0	0	0
LDHAL6B	0	0	0	0	0
LDHB	2	127	7	7	31
LDHC	1	19	0	0	1
LDHD	0	6	1	0	1
LDLR	4	219	28	43	96
LDLRAD1	0	1	0	0	0
LDLRAD2	0	3	0	0	1
LDLRAD3	2	7	1	0	4
LDLRAD4	0	3	0	0	2
LDLRAP1	0	4	1	0	0
LDOC1	1	28	1	1	8
LDOC1L	0	2	0	0	0
LEAP2	0	0	0	1	2
LECT1	0	3	0	1	1
LECT2	0	13	4	1	5
LEF1	0	331	38	0	151
LEFTY1	0	8	0	0	5
LEFTY2	0	9	0	0	4
LEKR1	0	1	0	0	0
LELP1	0	0	0	0	0
LEMD1	2	19	1	1	4
LEMD2	0	2	0	0	0
LEMD3	0	3	0	0	3
LENEP	0	0	0	0	0
LENG1	0	0	0	0	0
LENG8	0	2	1	0	0
LENG9	0	3	0	0	0
LEO1	0	9	0	0	2
LEP	2	263	11	0	42
LEPR	0	153	9	9	45
LEPRE1	0	2	0	0	1
LEPREL1	0	7	0	0	3
LEPREL4	0	0	0	0	0
LEPROT	0	6	0	0	0
LEPROTL1	0	1	0	0	0
LETM1	1	31	1	1	10
LETM2	0	4	1	0	0
LETMD1	0	5	0	0	0
LEUTX	0	1	0	0	0
LFNG	0	18	3	4	6
LGALS1	4	61	9	7	9
LGALS12	0	2	0	0	0
LGALS13	0	1	0	1	0
LGALS14	0	0	0	0	0
LGALS16	0	1	1	0	0
LGALS2	0	6	1	0	0
LGALS3	3	77	7	7	20
LGALS3BP	0	56	6	3	6
LGALS4	0	31	1	2	0
LGALS7	0	6	0	0	1
LGALS7B	0	0	0	0	0
LGALS8	0	12	1	2	2
LGALS9	0	28	0	1	3
LGALS9B	0	2	0	0	0
LGALS9C	0	2	0	0	0
LGALSL	0	1	0	0	0
LGI1	2	43	2	4	2
LGI2	0	1	0	0	0
LGI3	0	5	0	2	1
LGI4	0	2	0	0	1
LGMN	1	19	2	5	7
LGR4	2	66	18	7	26
LGR5	6	788	35	26	213
LGR6	1	51	5	5	12
LGSN	0	0	0	0	1
LHB	0	14	2	3	11
LHCGR	1	32	5	0	44
LHFP	0	2	0	0	0
LHFPL1	0	0	0	0	0
LHFPL2	0	2	0	0	1
LHFPL3	0	8	0	0	1
LHFPL4	0	2	0	0	0
LHFPL5	0	1	0	0	0
LHPP	1	23	10	3	8
LHX1	0	15	2	4	9
LHX2	2	26	6	10	18
LHX3	0	9	1	4	9
LHX4	0	6	0	1	8
LHX5	0	3	0	0	1
LHX6	0	24	5	3	13
LHX8	0	14	0	2	9
LHX9	0	6	1	5	5
LIAS	0	11	0	0	1
LIF	18	492	123	46	253
LIFR	6	126	15	12	39
LIG1	1	50	4	1	6
LIG3	1	50	2	0	2
LIG4	0	108	7	0	6
LILRA1	0	2	0	0	0
LILRA2	0	2	0	0	0
LILRA3	0	4	1	0	0
LILRA4	0	4	0	0	0
LILRA5	0	0	0	0	0
LILRA6	0	4	0	0	0
LILRB1	1	28	0	1	2
LILRB2	0	27	1	0	3
LILRB3	0	5	0	0	1
LILRB4	0	17	1	5	2
LILRB5	0	1	0	0	0
LIM2	0	4	2	4	2
LIMA1	1	13	1	3	2
LIMCH1	1	11	0	3	2
LIMD1	0	29	3	3	7
LIMD2	0	7	0	0	2
LIME1	0	3	0	0	0
LIMK1	32	135	15	76	50
LIMK2	7	47	5	16	14
LIMS1	1	9	1	4	2
LIMS2	0	5	1	2	1
LIMS3	0	0	0	0	0
LIMS3L	0	0	0	0	0
LIN28A	4	101	12	5	32
LIN28B	6	212	15	0	61
LIN37	0	5	0	0	3
LIN52	0	8	0	0	5
LIN54	0	6	0	0	4
LIN7A	0	4	0	0	2
LIN7B	0	4	0	0	0
LIN7C	0	1	0	1	0
LIN9	0	19	2	0	5
LINC00346	1	31	3	2	13
LINC00632	0	5	1	0	0
LINC00692	0	1	0	0	0
LINC00696	0	0	0	0	0
LINC00908	0	7	0	0	3
LINC00923	0	2	0	0	0
LINC00935	0	0	0	0	0
LINC00955	0	1	1	0	0
LINC00998	0	3	1	0	3
LINC00999	0	1	0	0	0
LINGO1	0	2	1	1	1
LINGO2	0	3	0	0	2
LINGO3	0	1	0	0	1
LINGO4	0	0	0	0	0
LINS	0	3	0	0	0
LIPA	0	204	4	2	5
LIPC	1	18	0	1	3
LIPE	0	21	1	2	4
LIPF	0	6	1	0	0
LIPG	0	19	1	3	2
LIPH	0	13	0	3	2
LIPI	0	53	0	1	0
LIPJ	0	0	0	0	0
LIPK	0	0	0	0	0
LIPM	0	1	0	0	0
LIPN	1	0	0	0	0
LIPT1	0	10	0	1	2
LIPT2	0	0	0	0	0
LITAF	0	26	4	5	7
LIX1	0	2	0	2	4
LIX1L	0	3	0	2	1
LL22NC03-63E9.3	0	0	0	0	0
LL22NC03-75H12.2	0	0	0	0	0
LLGL1	1	9	0	0	5
LLGL2	1	16	1	1	3
LLPH	0	1	0	0	0
LMAN1	0	8	0	0	1
LMAN1L	0	0	0	0	0
LMAN2	0	6	0	1	1
LMAN2L	0	1	0	1	1
LMBR1	0	0	0	1	1
LMBR1L	0	0	0	1	0
